UNIQUE_ID,avg_summer_temp,avg_summer_do,critical_events,sample_count,cluster,risk_category
W2145,18.816666666666666,8.1,0,6,1,Low Risk
W2146,23.44,7.640000000000001,0,5,2,Medium Risk
W2147,22.150000000000002,6.816666666666666,0,6,2,Medium Risk
W2148,22.46666666666667,6.966666666666666,0,6,2,Medium Risk
W2149,21.616666666666664,7.416666666666667,0,6,2,Medium Risk
W2150,20.119999999999997,4.36,5,5,0,High Risk
W2151,21.060000000000002,8.52,0,5,2,Medium Risk
W2152,22.55,4.866666666666666,3,6,0,High Risk
W2155,18.616666666666664,8.016666666666667,0,6,1,Low Risk
W2156,25.933333333333334,8.266666666666667,0,6,2,Medium Risk
W2157,23.700000000000003,6.633333333333333,0,6,2,Medium Risk
W2158,17.400000000000002,8.283333333333333,0,6,1,Low Risk
W2160,23.619999999999997,6.18,0,5,2,Medium Risk
W2161,22.02,8.36,0,5,2,Medium Risk
W2162,22.56,6.56,0,5,2,Medium Risk
W2173,23.316666666666666,7.266666666666667,2,6,2,Medium Risk
W2177,21.96666666666667,6.566666666666666,0,6,2,Medium Risk
W2179,19.366666666666664,7.433333333333334,0,6,1,Low Risk
W2180,21.883333333333336,8.5,0,6,2,Medium Risk
W2182,25.03333333333333,8.566666666666666,0,6,2,Medium Risk
W2183,17.233333333333334,8.883333333333335,0,6,1,Low Risk
W2185,18.060000000000002,6.4799999999999995,1,5,1,Low Risk
W2186,24.700000000000003,7.933333333333334,0,6,2,Medium Risk
W2188,25.316666666666666,7.566666666666666,0,6,2,Medium Risk
W2190,22.21666666666667,8.216666666666667,0,6,2,Medium Risk
W2192,20.2,7.2,0,6,1,Low Risk
W2193,15.65,9.183333333333334,0,6,1,Low Risk
W2194,20.616666666666664,8.450000000000001,0,6,1,Low Risk
W2195,20.583333333333332,8.1,0,6,1,Low Risk
W2197,19.650000000000002,7.316666666666666,0,6,1,Low Risk
W2199,19.06,8.5,0,5,1,Low Risk
W2200,22.366666666666664,8.816666666666666,0,6,2,Medium Risk
W2202,14.15,7.616666666666667,0,6,1,Low Risk
W2203,24.4875,8.125,0,8,2,Medium Risk
W2205,22.616666666666664,6.266666666666667,0,6,2,Medium Risk
W2207,19.55,7.216666666666666,0,6,1,Low Risk
W2208,21.383333333333336,8.35,0,6,2,Medium Risk
W2209,19.566666666666666,8.816666666666666,0,6,1,Low Risk
W2210,22.75,7.45,0,6,2,Medium Risk
W2211,19.733333333333334,6.683333333333334,1,6,1,Low Risk
W2212,19.7,8.633333333333333,0,6,1,Low Risk
W2215,22.566666666666666,4.733333333333333,4,6,0,High Risk
W2218,18.353846153846153,8.784615384615385,0,13,1,Low Risk
W2220,21.35,8.1375,0,8,2,Medium Risk
W2222,17.130000000000003,9.370000000000001,0,10,1,Low Risk
W2223,18.720000000000002,8.940000000000001,0,5,1,Low Risk
W2226,19.783333333333335,8.45,0,12,1,Low Risk
W2227,26.02,8.76,0,5,2,Medium Risk
W2252,18.566666666666666,8.65,0,12,1,Low Risk
W2264,19.5,9.14,0,5,1,Low Risk
W2280,14.866666666666667,9.68888888888889,0,9,1,Low Risk
W2282,18.02857142857143,9.271428571428572,0,7,1,Low Risk
W2283,17.844444444444445,9.166666666666666,0,9,1,Low Risk
W2284,21.984615384615385,8.207692307692309,0,13,2,Medium Risk
W2286,15.2875,9.7,0,8,1,Low Risk
W2287,18.945454545454545,7.372727272727272,0,11,1,Low Risk
W2291,18.591666666666665,8.783333333333333,0,12,1,Low Risk
W2372,23.66,7.7,0,5,2,Medium Risk
W2377,19.619999999999997,7.26,0,5,1,Low Risk
W2402,22.339999999999996,7.4,0,5,2,Medium Risk
W2405,22.083333333333332,6.316666666666666,0,6,2,Medium Risk
W2409,19.066666666666666,8.533333333333333,0,6,1,Low Risk
W2410,18.849999999999998,8.364285714285714,0,14,1,Low Risk
W2411,20.311111111111114,7.666666666666667,0,9,1,Low Risk
W2413,21.150000000000002,7.978571428571429,0,14,2,Medium Risk
W2414,19.2375,9.375,0,8,1,Low Risk
W2466,19.2,8.4,0,11,1,Low Risk
W2540,21.54,2.6,5,5,0,High Risk
W2541,22.82,7.12,0,5,2,Medium Risk
W2542,21.133333333333333,2.716666666666667,6,6,0,High Risk
W2543,21.483333333333334,4.8500000000000005,3,6,0,High Risk
W2544,22.266666666666666,7.95,0,6,2,Medium Risk
W2619,23.475,6.45,4,20,2,Medium Risk
W2620,21.104545454545455,6.954545454545454,5,22,0,High Risk
W2621,23.95,7.38,1,10,2,Medium Risk
W2622,23.344444444444445,6.833333333333333,1,9,2,Medium Risk
W2623,20.71578947368421,6.752631578947369,4,19,2,Medium Risk
W2624,22.442857142857143,6.2,1,14,2,Medium Risk
W2625,22.7375,6.9125,0,8,2,Medium Risk
W2626,21.575,6.7625,1,8,2,Medium Risk
W2627,20.866666666666667,6.875,2,12,2,Medium Risk
W2628,22.785714285714285,6.642857142857143,4,14,2,Medium Risk
W2629,21.927272727272726,7.427272727272728,3,22,2,Medium Risk
W2630,24.3375,7.3625,1,8,2,Medium Risk
W2631,22.7,8.105263157894736,0,19,2,Medium Risk
W2632,24.145454545454548,6.790909090909091,3,11,2,Medium Risk
W2633,23.47,6.15,2,10,2,Medium Risk
W2634,23.05,8.583333333333334,0,6,2,Medium Risk
W2635,22.241176470588236,6.917647058823529,1,17,2,Medium Risk
W2636,24.0875,7.175,0,8,2,Medium Risk
W2637,22.925,5.975,1,8,2,Medium Risk
W2638,21.225,6.825,2,8,2,Medium Risk
W2639,19.65666666666667,7.516666666666667,2,30,1,Low Risk
W2640,23.275000000000002,7.95,0,12,2,Medium Risk
W2641,20.018181818181816,9.709090909090909,2,11,1,Low Risk
W2642,25.581818181818186,7.9363636363636365,0,11,2,Medium Risk
W2666,21.29090909090909,7.709090909090909,1,11,2,Medium Risk
W2668,24.67142857142857,5.614285714285714,2,7,2,Medium Risk
W2670,24.3,7.454545454545454,1,11,2,Medium Risk
