UNIQUE_ID,DO_critical_count,stress_combo_count,flow_flag_count,avg_risk_score,avg_temp,avg_DO,latitude,longitude,total_samples,watershed,DO_critical_rate,stress_combo_rate,risk_rank
W0847,2,1,4,2.5,20.55,4.475,42.39635089,-71.36467086,4,Concord (SuAsCo),50.0,25.0,38
W2844,3,0,4,2.5,18.175,4.025,42.48176265,-72.60513286,4,Connecticut,75.0,0.0,39
W2975,1,0,2,2.5,19.25,4.8,42.2164917,-72.37689964,2,Chicopee,50.0,0.0,40
W2133,2,1,6,2.5,22.78333333333333,6.183333333333334,42.50413128,-71.41551085,6,Concord (SuAsCo),33.33333333333333,16.666666666666664,41
W1768,6,0,8,2.5,15.925,4.625,42.07884462,-71.65065318,8,Blackstone,75.0,0.0,42
W0776,1,0,2,2.5,26.95,4.3,41.77018529,-70.72205854,2,Buzzards Bay,50.0,0.0,43
W2131,2,0,4,2.5,17.575,4.625,42.41229436,-71.65055569,4,Concord (SuAsCo),50.0,0.0,44
W2964,1,0,2,2.5,19.65,5.5,42.21061244,-72.40257059,2,Chicopee,50.0,0.0,45
W2983,1,0,2,2.5,19.85,5.85,42.35641055,-72.23099629,2,Chicopee,50.0,0.0,46
W3008,1,0,2,2.5,17.700000000000003,5.300000000000001,42.35232578,-71.89096029,2,Nashua,50.0,0.0,47
W2958,1,0,2,2.5,20.700000000000003,5.1,42.60698139,-72.16349796,2,Millers,50.0,0.0,48
W2995,1,0,2,2.5,17.95,4.85,42.22575344,-71.65289845,2,Blackstone,50.0,0.0,49
W2960,1,0,2,2.5,17.950000000000003,5.550000000000001,42.55493712,-72.12734536,2,Millers,50.0,0.0,50
W0622,6,0,8,2.5,19.75,3.9625,41.81022138,-71.29169192,8,Narragansett Bay (Shore),75.0,0.0,51
W1979,5,0,6,2.5,19.033333333333335,4.666666666666667,42.49772931,-71.13348578,6,Mystic,83.33333333333334,0.0,52
