UNIQUE_ID,Latitude,Longitude,year,month,season,TEMP,DO,risk_score,DO_critical,stress_combo,flow_flag,TEMP_plus2,DO_plus2,watershed
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,22.1,8.2,1,0,0,1,24.1,7.699999999999999,Farmington
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,21.8,8.1,1,0,0,1,23.8,7.6,Farmington
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,21.8,8.0,1,0,0,1,23.8,7.5,Farmington
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,21.7,8.0,1,0,0,1,23.7,7.5,Farmington
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,21.7,7.7,1,0,0,1,23.7,7.2,Farmington
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,21.6,7.1,1,0,0,1,23.6,6.6,Farmington
W0347,42.18359566,-73.04390073,2016.0,9.0,Fall,21.2,3.9,2,1,0,1,23.2,3.4,Farmington
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,25.9,7.7,2,0,0,1,27.9,7.2,Nashua
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,25.9,7.8,2,0,0,1,27.9,7.3,Nashua
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,25.8,7.7,2,0,0,1,27.8,7.2,Nashua
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,25.7,7.7,2,0,0,1,27.7,7.2,Nashua
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,25.7,7.6,2,0,0,1,27.7,7.1,Nashua
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,25.1,5.8,2,0,0,1,27.1,5.3,Nashua
W0604,42.49250849,-71.5969091,2016.0,8.0,Summer,18.9,4.4,3,1,0,1,20.9,3.9000000000000004,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,20.0,8.3,1,0,0,1,22.0,7.800000000000001,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,20.0,8.4,1,0,0,1,22.0,7.9,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,20.0,8.4,1,0,0,1,22.0,7.9,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,19.9,8.4,1,0,0,1,21.9,7.9,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,19.9,8.3,1,0,0,1,21.9,7.800000000000001,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,19.6,8.1,1,0,0,1,21.6,7.6,Nashua
W0604,42.49250849,-71.5969091,2016.0,9.0,Fall,19.4,7.8,1,0,0,1,21.4,7.3,Nashua
W2410,42.664623,-71.753811,2016.0,6.0,Summer,17.4,8.2,2,0,0,1,19.4,7.699999999999999,Nashua
W2540,42.700651,-71.487647,2016.0,6.0,Summer,21.3,1.5,3,1,0,1,23.3,1.0,Merrimack
W2543,42.733424,-70.904624,2016.0,6.0,Summer,21.1,7.7,2,0,0,1,23.1,7.2,Parker
W2542,42.618394,-71.021129,2016.0,6.0,Summer,21.2,3.2,3,1,0,1,23.2,2.7,Ipswich
W2541,42.444418,-71.551697,2016.0,6.0,Summer,21.3,6.9,2,0,0,1,23.3,6.4,Concord (SuAsCo)
W2544,42.398058,-71.658249,2016.0,6.0,Summer,20.1,8.3,2,0,0,1,22.1,7.800000000000001,Concord (SuAsCo)
W2226,42.38381603,-71.83775116,2016.0,6.0,Summer,17.3,8.7,2,0,0,1,19.3,8.2,Nashua
W2411,41.562812,-71.133855,2016.0,6.0,Summer,17.3,7.5,2,0,0,1,19.3,7.0,Buzzards Bay
W0344,41.63266048,-71.06038287,2016.0,6.0,Summer,17.0,8.9,2,0,0,1,19.0,8.4,Buzzards Bay
W2466,41.77254787,-71.08494839,2016.0,6.0,Summer,17.9,8.7,1,0,0,0,19.9,8.2,Taunton
W2284,42.04638466,-71.6301536,2016.0,6.0,Summer,21.1,7.4,2,0,0,1,23.1,6.9,Blackstone
W2413,42.00792,-71.70506,2016.0,6.0,Summer,21.2,7.6,2,0,0,1,23.2,7.1,Blackstone
W1864,42.16171173,-72.26845965,2016.0,6.0,Summer,18.5,9.0,2,0,0,1,20.5,8.5,Chicopee
W2410,42.664623,-71.753811,2016.0,7.0,Summer,17.0,8.1,2,0,0,1,19.0,7.6,Nashua
W2540,42.700651,-71.487647,2016.0,7.0,Summer,22.4,1.7,3,1,0,1,24.4,1.2,Merrimack
W2543,42.733424,-70.904624,2016.0,7.0,Summer,21.8,2.3,3,1,0,1,23.8,1.7999999999999998,Parker
W2542,42.618394,-71.021129,2016.0,7.0,Summer,18.4,0.6,3,1,0,1,20.4,0.09999999999999998,Ipswich
W2544,42.398058,-71.658249,2016.0,7.0,Summer,20.4,8.1,2,0,0,1,22.4,7.6,Concord (SuAsCo)
W2226,42.38381603,-71.83775116,2016.0,7.0,Summer,19.2,8.1,2,0,0,1,21.2,7.6,Nashua
W0344,41.63266048,-71.06038287,2016.0,7.0,Summer,22.0,7.5,2,0,0,1,24.0,7.0,Buzzards Bay
W2466,41.77254787,-71.08494839,2016.0,7.0,Summer,21.4,8.2,1,0,0,0,23.4,7.699999999999999,Taunton
W2284,42.04638466,-71.6301536,2016.0,7.0,Summer,25.0,7.8,2,0,0,1,27.0,7.3,Blackstone
W2413,42.00792,-71.70506,2016.0,7.0,Summer,23.5,7.2,2,0,0,1,25.5,6.7,Blackstone
W1864,42.16171173,-72.26845965,2016.0,7.0,Summer,21.3,8.7,2,0,0,1,23.3,8.2,Chicopee
W2410,42.664623,-71.753811,2016.0,8.0,Summer,17.1,8.2,2,0,0,1,19.1,7.699999999999999,Nashua
W2540,42.700651,-71.487647,2016.0,8.0,Summer,19.2,4.6,3,1,0,1,21.2,4.1,Merrimack
W2543,42.733424,-70.904624,2016.0,8.0,Summer,21.1,2.8,3,1,0,1,23.1,2.3,Parker
W2542,42.618394,-71.021129,2016.0,8.0,Summer,19.2,1.7,3,1,0,1,21.2,1.2,Ipswich
W2541,42.444418,-71.551697,2016.0,8.0,Summer,23.8,7.3,2,0,0,1,25.8,6.8,Concord (SuAsCo)
W2544,42.398058,-71.658249,2016.0,8.0,Summer,21.5,7.9,2,0,0,1,23.5,7.4,Concord (SuAsCo)
W2226,42.38381603,-71.83775116,2016.0,8.0,Summer,19.8,7.8,2,0,0,1,21.8,7.3,Nashua
W0344,41.63266048,-71.06038287,2016.0,8.0,Summer,19.8,9.0,2,0,0,1,21.8,8.5,Buzzards Bay
W2466,41.77254787,-71.08494839,2016.0,8.0,Summer,19.9,7.6,1,0,0,0,21.9,7.1,Taunton
W2284,42.04638466,-71.6301536,2016.0,8.0,Summer,22.6,8.2,2,0,0,1,24.6,7.699999999999999,Blackstone
W2413,42.00792,-71.70506,2016.0,8.0,Summer,20.5,8.3,2,0,0,1,22.5,7.800000000000001,Blackstone
W1864,42.16171173,-72.26845965,2016.0,8.0,Summer,17.9,9.2,2,0,0,1,19.9,8.7,Chicopee
W2410,42.664623,-71.753811,2016.0,9.0,Fall,13.5,9.2,1,0,0,1,15.5,8.7,Nashua
W2540,42.700651,-71.487647,2016.0,9.0,Fall,13.4,2.4,2,1,0,1,15.4,1.9,Merrimack
W2543,42.733424,-70.904624,2016.0,9.0,Fall,15.0,5.1,1,0,0,1,17.0,4.6,Parker
W2541,42.444418,-71.551697,2016.0,9.0,Fall,16.4,8.6,1,0,0,1,18.4,8.1,Concord (SuAsCo)
W2544,42.398058,-71.658249,2016.0,9.0,Fall,15.8,9.3,1,0,0,1,17.8,8.8,Concord (SuAsCo)
W2226,42.38381603,-71.83775116,2016.0,9.0,Fall,14.8,9.1,1,0,0,1,16.8,8.6,Nashua
W2411,41.562812,-71.133855,2016.0,9.0,Fall,15.6,5.3,1,0,0,1,17.6,4.8,Buzzards Bay
W0344,41.63266048,-71.06038287,2016.0,9.0,Fall,15.2,9.8,1,0,0,1,17.2,9.3,Buzzards Bay
W2466,41.77254787,-71.08494839,2016.0,9.0,Fall,14.6,9.6,0,0,0,0,16.6,9.1,Taunton
W2284,42.04638466,-71.6301536,2016.0,9.0,Fall,15.5,9.8,1,0,0,1,17.5,9.3,Blackstone
W2413,42.00792,-71.70506,2016.0,9.0,Fall,14.1,9.9,1,0,0,1,16.1,9.4,Blackstone
W1864,42.16171173,-72.26845965,2016.0,9.0,Fall,13.7,10.3,1,0,0,1,15.7,9.8,Chicopee
W2547,42.56231539,-71.33630595,2016.0,4.0,Spring,7.6,11.6,1,0,0,1,9.6,11.1,Concord (SuAsCo)
W1488,42.57826214,-71.33253012,2016.0,4.0,Spring,12.8,10.5,1,0,0,1,14.8,10.0,Concord (SuAsCo)
W2548,42.61458152,-71.32256374,2016.0,4.0,Spring,11.0,10.6,1,0,0,1,13.0,10.1,Concord (SuAsCo)
W1489,42.63380122,-71.30119731,2016.0,4.0,Spring,12.1,11.4,1,0,0,1,14.1,10.9,Concord (SuAsCo)
W2549,42.63381819,-71.30053328,2016.0,4.0,Spring,13.8,10.3,1,0,0,1,15.8,9.8,Concord (SuAsCo)
W2227,42.63595037,-71.30148697,2016.0,4.0,Spring,13.9,10.5,1,0,0,1,15.9,10.0,Concord (SuAsCo)
W2547,42.56231539,-71.33630595,2016.0,6.0,Summer,14.5,8.7,2,0,0,1,16.5,8.2,Concord (SuAsCo)
W1488,42.57826214,-71.33253012,2016.0,6.0,Summer,22.2,8.1,2,0,0,1,24.2,7.6,Concord (SuAsCo)
W2548,42.61458152,-71.32256374,2016.0,6.0,Summer,18.8,5.5,2,0,0,1,20.8,5.0,Concord (SuAsCo)
W1489,42.63380122,-71.30119731,2016.0,6.0,Summer,20.8,6.6,2,0,0,1,22.8,6.1,Concord (SuAsCo)
W2549,42.63381819,-71.30053328,2016.0,6.0,Summer,24.3,7.2,2,0,0,1,26.3,6.7,Concord (SuAsCo)
W2227,42.63595037,-71.30148697,2016.0,6.0,Summer,23.8,7.3,2,0,0,1,25.8,6.8,Concord (SuAsCo)
W2547,42.56231539,-71.33630595,2016.0,8.0,Summer,16.8,8.2,2,0,0,1,18.8,7.699999999999999,Concord (SuAsCo)
W1488,42.57826214,-71.33253012,2016.0,8.0,Summer,20.4,2.7,3,1,0,1,22.4,2.2,Concord (SuAsCo)
W2548,42.61458152,-71.32256374,2016.0,8.0,Summer,19.6,6.3,2,0,0,1,21.6,5.8,Concord (SuAsCo)
W1489,42.63380122,-71.30119731,2016.0,8.0,Summer,21.5,8.4,2,0,0,1,23.5,7.9,Concord (SuAsCo)
W2549,42.63381819,-71.30053328,2016.0,8.0,Summer,25.8,7.9,2,0,0,1,27.8,7.4,Concord (SuAsCo)
W2227,42.63595037,-71.30148697,2016.0,8.0,Summer,29.4,11.0,2,0,0,1,31.4,10.5,Concord (SuAsCo)
W2547,42.56231539,-71.33630595,2016.0,9.0,Fall,17.6,7.9,1,0,0,1,19.6,7.4,Concord (SuAsCo)
W1488,42.57826214,-71.33253012,2016.0,9.0,Fall,19.5,1.5,2,1,0,1,21.5,1.0,Concord (SuAsCo)
W2548,42.61458152,-71.32256374,2016.0,9.0,Fall,18.7,4.2,2,1,0,1,20.7,3.7,Concord (SuAsCo)
W1489,42.63380122,-71.30119731,2016.0,9.0,Fall,20.1,8.0,1,0,0,1,22.1,7.5,Concord (SuAsCo)
W2549,42.63381819,-71.30053328,2016.0,9.0,Fall,22.1,8.4,1,0,0,1,24.1,7.9,Concord (SuAsCo)
W2227,42.63595037,-71.30148697,2016.0,9.0,Fall,23.2,9.1,1,0,0,1,25.2,8.6,Concord (SuAsCo)
W2514,42.3049376,-71.2338344,2015.0,7.0,Summer,16.9,7.6,2,0,0,1,18.9,7.1,Charles
W2518,42.3900984,-71.1967182,2015.0,7.0,Summer,22.8,8.1,2,0,0,1,24.8,7.6,Charles
W2535,42.494062,-71.2559826,2015.0,7.0,Summer,23.6,6.8,2,0,0,1,25.6,6.3,Shawsheen
W2522,42.5017852,-71.2407158,2015.0,7.0,Summer,22.3,0.8,3,1,0,1,24.3,0.30000000000000004,Shawsheen
W2519,42.4958058,-71.0387409,2015.0,7.0,Summer,24.8,4.1,3,1,0,1,26.8,3.5999999999999996,North Coastal
W2515,42.5790278,-70.9915364,2015.0,7.0,Summer,26.2,2.3,4,1,1,1,28.2,1.7999999999999998,Ipswich
W2526,42.5718288,-71.0962545,2015.0,7.0,Summer,25.4,4.0,4,1,1,1,27.4,3.5,Ipswich
W2538,42.6521945,-71.1509714,2015.0,8.0,Summer,24.1,6.4,2,0,0,1,26.1,5.9,Shawsheen
W2506,42.616929,-70.9964121,2015.0,8.0,Summer,25.3,4.0,4,1,1,1,27.3,3.5,Ipswich
W2521,42.6339232,-70.9747374,2015.0,8.0,Summer,22.0,4.9,3,1,0,1,24.0,4.4,Ipswich
W2517,42.7350352,-70.9427296,2015.0,8.0,Summer,15.3,9.4,2,0,0,1,17.3,8.9,Parker
W2512,42.8659286,-70.9615914,2015.0,8.0,Summer,24.7,3.6,3,1,0,1,26.7,3.1,Merrimack
W2532,42.8261109,-70.9840121,2015.0,8.0,Summer,25.6,8.6,2,0,0,1,27.6,8.1,Merrimack
W2523,42.6971169,-71.1439954,2015.0,8.0,Summer,24.7,7.7,2,0,0,1,26.7,7.2,Shawsheen
W2529,42.6297304,-71.5061583,2015.0,8.0,Summer,21.7,3.7,3,1,0,1,23.7,3.2,Merrimack
W2534,42.5975906,-71.4475714,2015.0,8.0,Summer,22.0,0.5,3,1,0,1,24.0,0.0,Merrimack
W2539,42.6091843,-71.411679,2015.0,8.0,Summer,21.8,8.2,2,0,0,1,23.8,7.699999999999999,Merrimack
W2516,42.6253944,-71.3890868,2015.0,8.0,Summer,22.1,7.8,2,0,0,1,24.1,7.3,Merrimack
W2507,42.5943564,-71.3406697,2015.0,8.0,Summer,21.6,3.7,3,1,0,1,23.6,3.2,Concord (SuAsCo)
W2510,42.6718435,-71.3444481,2015.0,8.0,Summer,22.8,7.8,2,0,0,1,24.8,7.3,Merrimack
W2533,42.6681776,-71.3263353,2015.0,8.0,Summer,24.1,7.8,2,0,0,1,26.1,7.3,Merrimack
W2509,42.1049813,-71.4584048,2015.0,8.0,Summer,21.7,4.5,3,1,0,1,23.7,4.0,Charles
W2530,42.1217687,-71.3654398,2015.0,8.0,Summer,20.9,2.3,3,1,0,1,22.9,1.7999999999999998,Charles
W2537,42.1870159,-71.3758224,2015.0,8.0,Summer,21.1,3.8,3,1,0,1,23.1,3.3,Charles
W2508,42.2247791,-71.4776709,2015.0,8.0,Summer,21.8,5.0,2,0,0,1,23.8,4.5,Concord (SuAsCo)
W2513,42.2532139,-71.56727,2015.0,8.0,Summer,20.4,0.6,3,1,0,1,22.4,0.09999999999999998,Concord (SuAsCo)
W2536,42.3193238,-71.3955834,2015.0,8.0,Summer,23.8,8.7,2,0,0,1,25.8,8.2,Concord (SuAsCo)
W2528,42.2910744,-71.6885308,2015.0,8.0,Summer,17.7,8.6,2,0,0,1,19.7,8.1,Concord (SuAsCo)
W2531,42.2871321,-71.6512886,2015.0,8.0,Summer,20.6,6.9,2,0,0,1,22.6,6.4,Concord (SuAsCo)
W2520,42.347696,-71.5179405,2015.0,8.0,Summer,17.5,1.7,3,1,0,1,19.5,1.2,Concord (SuAsCo)
W2511,42.4276412,-71.4854492,2015.0,8.0,Summer,20.6,4.8,3,1,0,1,22.6,4.3,Concord (SuAsCo)
W2525,42.4356962,-71.5704097,2015.0,8.0,Summer,19.4,7.1,2,0,0,1,21.4,6.6,Concord (SuAsCo)
W2524,42.4768312,-71.5654205,2015.0,8.0,Summer,17.8,4.1,3,1,0,1,19.8,3.5999999999999996,Concord (SuAsCo)
W2527,42.5267785,-71.4134214,2015.0,8.0,Summer,19.3,3.3,3,1,0,1,21.3,2.8,Concord (SuAsCo)
W2514,42.3049376,-71.2338344,2015.0,8.0,Summer,16.0,9.1,2,0,0,1,18.0,8.6,Charles
W2518,42.3900984,-71.1967182,2015.0,8.0,Summer,19.8,8.7,2,0,0,1,21.8,8.2,Charles
W2522,42.5017852,-71.2407158,2015.0,8.0,Summer,22.0,0.7,3,1,0,1,24.0,0.19999999999999996,Shawsheen
W2519,42.4958058,-71.0387409,2015.0,8.0,Summer,23.2,4.7,3,1,0,1,25.2,4.2,North Coastal
W2515,42.5790278,-70.9915364,2015.0,8.0,Summer,23.6,1.6,3,1,0,1,25.6,1.1,Ipswich
W2526,42.5718288,-71.0962545,2015.0,8.0,Summer,23.4,4.5,3,1,0,1,25.4,4.0,Ipswich
W2538,42.6521945,-71.1509714,2015.0,9.0,Fall,22.1,7.1,1,0,0,1,24.1,6.6,Shawsheen
W2506,42.616929,-70.9964121,2015.0,9.0,Fall,23.6,5.2,1,0,0,1,25.6,4.7,Ipswich
W2521,42.6339232,-70.9747374,2015.0,9.0,Fall,20.4,4.8,2,1,0,1,22.4,4.3,Ipswich
W2517,42.7350352,-70.9427296,2015.0,9.0,Fall,15.0,9.6,1,0,0,1,17.0,9.1,Parker
W2512,42.8659286,-70.9615914,2015.0,9.0,Fall,22.9,3.8,2,1,0,1,24.9,3.3,Merrimack
W2532,42.8261109,-70.9840121,2015.0,9.0,Fall,26.3,9.9,1,0,0,1,28.3,9.4,Merrimack
W2523,42.6971169,-71.1439954,2015.0,9.0,Fall,23.3,8.1,1,0,0,1,25.3,7.6,Shawsheen
W2529,42.6297304,-71.5061583,2015.0,9.0,Fall,21.6,3.8,2,1,0,1,23.6,3.3,Merrimack
W2539,42.6091843,-71.411679,2015.0,9.0,Fall,20.8,8.1,1,0,0,1,22.8,7.6,Merrimack
W2516,42.6253944,-71.3890868,2015.0,9.0,Fall,21.7,8.0,1,0,0,1,23.7,7.5,Merrimack
W2507,42.5943564,-71.3406697,2015.0,9.0,Fall,20.0,2.9,2,1,0,1,22.0,2.4,Concord (SuAsCo)
W2510,42.6718435,-71.3444481,2015.0,9.0,Fall,22.2,7.1,1,0,0,1,24.2,6.6,Merrimack
W2533,42.6681776,-71.3263353,2015.0,9.0,Fall,23.9,8.1,1,0,0,1,25.9,7.6,Merrimack
W2509,42.1049813,-71.4584048,2015.0,9.0,Fall,22.4,3.9,2,1,0,1,24.4,3.4,Charles
W2530,42.1217687,-71.3654398,2015.0,9.0,Fall,20.9,1.8,2,1,0,1,22.9,1.3,Charles
W2537,42.1870159,-71.3758224,2015.0,9.0,Fall,21.9,3.1,2,1,0,1,23.9,2.6,Charles
W2508,42.2247791,-71.4776709,2015.0,9.0,Fall,21.3,2.7,2,1,0,1,23.3,2.2,Concord (SuAsCo)
W2513,42.2532139,-71.56727,2015.0,9.0,Fall,22.1,1.6,2,1,0,1,24.1,1.1,Concord (SuAsCo)
W2536,42.3193238,-71.3955834,2015.0,9.0,Fall,25.7,8.4,1,0,0,1,27.7,7.9,Concord (SuAsCo)
W2528,42.2910744,-71.6885308,2015.0,9.0,Fall,20.3,8.1,1,0,0,1,22.3,7.6,Concord (SuAsCo)
W2531,42.2871321,-71.6512886,2015.0,9.0,Fall,22.3,6.3,1,0,0,1,24.3,5.8,Concord (SuAsCo)
W2520,42.347696,-71.5179405,2015.0,9.0,Fall,24.3,5.2,1,0,0,1,26.3,4.7,Concord (SuAsCo)
W2511,42.4276412,-71.4854492,2015.0,9.0,Fall,21.4,3.3,2,1,0,1,23.4,2.8,Concord (SuAsCo)
W2525,42.4356962,-71.5704097,2015.0,9.0,Fall,23.0,6.5,1,0,0,1,25.0,6.0,Concord (SuAsCo)
W2514,42.3049376,-71.2338344,2015.0,9.0,Fall,14.3,8.5,1,0,0,1,16.3,8.0,Charles
W2518,42.3900984,-71.1967182,2015.0,9.0,Fall,18.7,9.2,1,0,0,1,20.7,8.7,Charles
W2522,42.5017852,-71.2407158,2015.0,9.0,Fall,17.0,0.4,2,1,0,1,19.0,0.0,Shawsheen
W2519,42.4958058,-71.0387409,2015.0,9.0,Fall,16.6,6.7,1,0,0,1,18.6,6.2,North Coastal
W2515,42.5790278,-70.9915364,2015.0,9.0,Fall,17.8,2.5,2,1,0,1,19.8,2.0,Ipswich
W2526,42.5718288,-71.0962545,2015.0,9.0,Fall,15.5,6.5,1,0,0,1,17.5,6.0,Ipswich
W2538,42.6521945,-71.1509714,2015.0,9.0,Fall,17.3,8.2,1,0,0,1,19.3,7.699999999999999,Shawsheen
W2506,42.616929,-70.9964121,2015.0,9.0,Fall,17.0,4.4,2,1,0,1,19.0,3.9000000000000004,Ipswich
W2521,42.6339232,-70.9747374,2015.0,9.0,Fall,14.5,6.2,1,0,0,1,16.5,5.7,Ipswich
W2517,42.7350352,-70.9427296,2015.0,9.0,Fall,12.5,10.1,1,0,0,1,14.5,9.6,Parker
W2512,42.8659286,-70.9615914,2015.0,9.0,Fall,17.2,3.7,2,1,0,1,19.2,3.2,Merrimack
W2532,42.8261109,-70.9840121,2015.0,9.0,Fall,19.6,9.8,1,0,0,1,21.6,9.3,Merrimack
W2523,42.6971169,-71.1439954,2015.0,9.0,Fall,17.6,9.0,1,0,0,1,19.6,8.5,Shawsheen
W2529,42.6297304,-71.5061583,2015.0,9.0,Fall,15.5,5.1,1,0,0,1,17.5,4.6,Merrimack
W2539,42.6091843,-71.411679,2015.0,9.0,Fall,18.0,9.1,1,0,0,1,20.0,8.6,Merrimack
W2516,42.6253944,-71.3890868,2015.0,9.0,Fall,18.1,9.6,1,0,0,1,20.1,9.1,Merrimack
W2507,42.5943564,-71.3406697,2015.0,9.0,Fall,17.2,5.0,1,0,0,1,19.2,4.5,Concord (SuAsCo)
W2510,42.6718435,-71.3444481,2015.0,9.0,Fall,18.1,8.2,1,0,0,1,20.1,7.699999999999999,Merrimack
W2533,42.6681776,-71.3263353,2015.0,9.0,Fall,19.7,9.4,1,0,0,1,21.7,8.9,Merrimack
W2509,42.1049813,-71.4584048,2015.0,10.0,Fall,11.3,8.0,1,0,0,1,13.3,7.5,Charles
W2530,42.1217687,-71.3654398,2015.0,10.0,Fall,10.2,5.1,1,0,0,1,12.2,4.6,Charles
W2537,42.1870159,-71.3758224,2015.0,10.0,Fall,11.2,5.8,1,0,0,1,13.2,5.3,Charles
W2508,42.2247791,-71.4776709,2015.0,10.0,Fall,11.0,7.2,1,0,0,1,13.0,6.7,Concord (SuAsCo)
W2513,42.2532139,-71.56727,2015.0,10.0,Fall,11.3,3.3,2,1,0,1,13.3,2.8,Concord (SuAsCo)
W2536,42.3193238,-71.3955834,2015.0,10.0,Fall,17.2,9.4,1,0,0,1,19.2,8.9,Concord (SuAsCo)
W2528,42.2910744,-71.6885308,2015.0,10.0,Fall,16.7,8.4,1,0,0,1,18.7,7.9,Concord (SuAsCo)
W2531,42.2871321,-71.6512886,2015.0,10.0,Fall,17.7,7.1,1,0,0,1,19.7,6.6,Concord (SuAsCo)
W2520,42.347696,-71.5179405,2015.0,10.0,Fall,15.0,7.0,1,0,0,1,17.0,6.5,Concord (SuAsCo)
W2511,42.4276412,-71.4854492,2015.0,10.0,Fall,16.4,5.5,1,0,0,1,18.4,5.0,Concord (SuAsCo)
W2525,42.4356962,-71.5704097,2015.0,10.0,Fall,16.0,7.2,1,0,0,1,18.0,6.7,Concord (SuAsCo)
W2527,42.5267785,-71.4134214,2015.0,10.0,Fall,16.5,6.4,1,0,0,1,18.5,5.9,Concord (SuAsCo)
W2286,42.70347188,-72.95887989,2015.0,6.0,Summer,13.1,10.0,2,0,0,1,15.1,9.5,Deerfield
W2222,42.63256876,-72.97439535,2015.0,6.0,Summer,14.5,9.8,2,0,0,1,16.5,9.3,Deerfield
W2414,42.71500304,-72.66972243,2015.0,6.0,Summer,15.0,9.8,2,0,0,1,17.0,9.3,Deerfield
W2282,42.71492884,-72.6693994,2015.0,6.0,Summer,14.9,9.7,2,0,0,1,16.9,9.2,Deerfield
W2287,42.69539254,-72.22718449,2015.0,6.0,Summer,16.1,7.9,2,0,0,1,18.1,7.4,Millers
W2280,42.10614,-73.48299,2015.0,6.0,Summer,13.6,10.0,2,0,0,1,15.6,9.5,Bashbish
W2252,42.24776313,-73.28034588,2015.0,6.0,Summer,17.7,9.0,2,0,0,1,19.7,8.5,Housatonic
W2291,42.38648751,-73.25940756,2015.0,6.0,Summer,18.6,8.8,2,0,0,1,20.6,8.3,Housatonic
W2283,42.32000999,-73.02774999,2015.0,6.0,Summer,17.1,9.3,2,0,0,1,19.1,8.8,Westfield
W1458,42.25418274,-72.94869942,2015.0,6.0,Summer,14.8,9.9,2,0,0,1,16.8,9.4,Westfield
W2545,42.34376837,-72.95334229,2015.0,6.0,Summer,14.8,10.0,2,0,0,1,16.8,9.5,Westfield
W1362,42.4841721,-72.7542118,2015.0,6.0,Summer,15.0,9.6,2,0,0,1,17.0,9.1,Deerfield
W0293,42.58708857,-72.35718789,2015.0,6.0,Summer,14.8,9.9,2,0,0,1,16.8,9.4,Millers
W2218,42.46470593,-72.38454489,2015.0,6.0,Summer,17.4,9.0,2,0,0,1,19.4,8.5,Chicopee
W1864,42.16171173,-72.26845965,2015.0,6.0,Summer,16.4,9.6,2,0,0,1,18.4,9.1,Chicopee
W2410,42.664623,-71.753811,2015.0,6.0,Summer,19.2,8.1,2,0,0,1,21.2,7.6,Nashua
W2540,42.700651,-71.487647,2015.0,6.0,Summer,22.7,3.0,3,1,0,1,24.7,2.5,Merrimack
W2543,42.733424,-70.904624,2015.0,6.0,Summer,21.1,6.5,2,0,0,1,23.1,6.0,Parker
W2542,42.618394,-71.021129,2015.0,6.0,Summer,21.7,4.3,3,1,0,1,23.7,3.8,Ipswich
W2541,42.444418,-71.551697,2015.0,6.0,Summer,20.6,7.0,2,0,0,1,22.6,6.5,Concord (SuAsCo)
W2544,42.398058,-71.658249,2015.0,6.0,Summer,21.0,8.4,2,0,0,1,23.0,7.9,Concord (SuAsCo)
W2226,42.38381603,-71.83775116,2015.0,6.0,Summer,20.4,8.5,2,0,0,1,22.4,8.0,Nashua
W2411,41.562812,-71.133855,2015.0,6.0,Summer,20.2,7.2,2,0,0,1,22.2,6.7,Buzzards Bay
W0344,41.63266048,-71.06038287,2015.0,6.0,Summer,19.8,8.4,2,0,0,1,21.8,7.9,Buzzards Bay
W2466,41.77254787,-71.08494839,2015.0,6.0,Summer,19.1,8.5,2,0,0,1,21.1,8.0,Taunton
W2284,42.04638466,-71.6301536,2015.0,6.0,Summer,21.6,8.4,2,0,0,1,23.6,7.9,Blackstone
W2413,42.00792,-71.70506,2015.0,6.0,Summer,20.1,8.6,2,0,0,1,22.1,8.1,Blackstone
W2220,42.03481475,-72.16158627,2015.0,6.0,Summer,21.5,8.5,2,0,0,1,23.5,8.0,Quinebaug
W2286,42.70347188,-72.95887989,2015.0,7.0,Summer,17.2,9.1,2,0,0,1,19.2,8.6,Deerfield
W2222,42.63256876,-72.97439535,2015.0,7.0,Summer,20.5,8.6,2,0,0,1,22.5,8.1,Deerfield
W2414,42.71500304,-72.66972243,2015.0,7.0,Summer,22.9,8.8,2,0,0,1,24.9,8.3,Deerfield
W2282,42.71492884,-72.6693994,2015.0,7.0,Summer,19.9,8.7,2,0,0,1,21.9,8.2,Deerfield
W2287,42.69539254,-72.22718449,2015.0,7.0,Summer,23.4,6.7,2,0,0,1,25.4,6.2,Millers
W2280,42.10614,-73.48299,2015.0,7.0,Summer,15.6,9.4,2,0,0,1,17.6,8.9,Bashbish
W2252,42.24776313,-73.28034588,2015.0,7.0,Summer,18.6,8.6,2,0,0,1,20.6,8.1,Housatonic
W2291,42.38648751,-73.25940756,2015.0,7.0,Summer,19.8,8.5,2,0,0,1,21.8,8.0,Housatonic
W2283,42.32000999,-73.02774999,2015.0,7.0,Summer,19.1,8.8,2,0,0,1,21.1,8.3,Westfield
W1458,42.25418274,-72.94869942,2015.0,7.0,Summer,16.6,9.4,2,0,0,1,18.6,8.9,Westfield
