UNIQUE_ID,Latitude,Longitude,TEMP,DO,flow_flag,risk_score,season,year,month,is_summer,DO_critical,stress_combo
W0925,42.0147182,-72.76361682,20.5,10.0,1,2,Summer,2016.0,6.0,1,0,0
W0925,42.0147182,-72.76361682,17.0,0.6,1,3,Summer,2016.0,6.0,1,1,0
W0923,42.02715395,-72.75717252,24.6,10.2,1,2,Summer,2016.0,6.0,1,0,0
W0923,42.02715395,-72.75717252,24.5,10.4,1,2,Summer,2016.0,6.0,1,0,0
W0923,42.02715395,-72.75717252,24.4,10.3,1,2,Summer,2016.0,6.0,1,0,0
W0923,42.02715395,-72.75717252,23.5,10.6,1,2,Summer,2016.0,6.0,1,0,0
W0923,42.02715395,-72.75717252,20.3,10.5,1,2,Summer,2016.0,6.0,1,0,0
W0923,42.02715395,-72.75717252,16.6,6.1,1,2,Summer,2016.0,6.0,1,0,0
W0923,42.02715395,-72.75717252,13.8,0.5,1,3,Summer,2016.0,6.0,1,1,0
W2641,42.26464411,-72.66845786,21.4,11.7,0,1,Summer,2016.0,6.0,1,0,0
W2641,42.26464411,-72.66845786,21.3,11.6,0,1,Summer,2016.0,6.0,1,0,0
W2641,42.26464411,-72.66845786,19.8,13.3,0,1,Summer,2016.0,6.0,1,0,0
W2641,42.26464411,-72.66845786,18.2,13.5,0,1,Summer,2016.0,6.0,1,0,0
W2641,42.26464411,-72.66845786,17.0,10.9,0,1,Summer,2016.0,6.0,1,0,0
W2641,42.26464411,-72.66845786,16.0,3.4,0,2,Summer,2016.0,6.0,1,1,0
W1068,42.30619738,-72.43188682,24.9,8.5,1,2,Summer,2016.0,6.0,1,0,0
W1068,42.30619738,-72.43188682,24.6,8.5,1,2,Summer,2016.0,6.0,1,0,0
W1068,42.30619738,-72.43188682,24.0,8.5,1,2,Summer,2016.0,6.0,1,0,0
W1068,42.30619738,-72.43188682,23.8,8.2,1,2,Summer,2016.0,6.0,1,0,0
W1068,42.30619738,-72.43188682,22.6,7.6,1,2,Summer,2016.0,6.0,1,0,0
W1068,42.30619738,-72.43188682,20.4,4.7,1,3,Summer,2016.0,6.0,1,1,0
W1068,42.30619738,-72.43188682,18.9,1.6,1,3,Summer,2016.0,6.0,1,1,0
W2727,42.38254588,-73.16168233,22.6,8.4,1,2,Summer,2016.0,6.0,1,0,0
W2727,42.38254588,-73.16168233,22.6,8.4,1,2,Summer,2016.0,6.0,1,0,0
W2727,42.38254588,-73.16168233,22.4,8.3,1,2,Summer,2016.0,6.0,1,0,0
W2727,42.38254588,-73.16168233,22.2,8.4,1,2,Summer,2016.0,6.0,1,0,0
W2727,42.38254588,-73.16168233,19.4,9.0,1,2,Summer,2016.0,6.0,1,0,0
W2727,42.38254588,-73.16168233,17.6,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2727,42.38254588,-73.16168233,17.3,8.1,1,2,Summer,2016.0,6.0,1,0,0
W2630,42.32791673,-73.36695718,24.7,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2630,42.32791673,-73.36695718,24.6,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2630,42.32791673,-73.36695718,24.3,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2630,42.32791673,-73.36695718,24.2,4.2,1,3,Summer,2016.0,6.0,1,1,0
W2622,42.31238075,-73.13334482,22.9,7.5,1,2,Summer,2016.0,6.0,1,0,0
W2622,42.31238075,-73.13334482,22.9,7.4,1,2,Summer,2016.0,6.0,1,0,0
W2622,42.31238075,-73.13334482,22.8,7.1,1,2,Summer,2016.0,6.0,1,0,0
W2621,42.25157365,-73.06217159,24.4,8.6,1,2,Summer,2016.0,6.0,1,0,0
W2621,42.25157365,-73.06217159,23.8,8.7,1,2,Summer,2016.0,6.0,1,0,0
W2621,42.25157365,-73.06217159,23.6,8.6,1,2,Summer,2016.0,6.0,1,0,0
W2621,42.25157365,-73.06217159,20.8,8.6,1,2,Summer,2016.0,6.0,1,0,0
W2632,42.68633588,-73.09319174,24.4,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2632,42.68633588,-73.09319174,24.3,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2632,42.68633588,-73.09319174,24.1,8.4,1,2,Summer,2016.0,6.0,1,0,0
W2632,42.68633588,-73.09319174,21.8,8.9,1,2,Summer,2016.0,6.0,1,0,0
W2632,42.68633588,-73.09319174,19.7,4.0,1,3,Summer,2016.0,6.0,1,1,0
W2628,42.16259277,-73.11804242,24.9,8.6,1,2,Summer,2016.0,6.0,1,0,0
W2628,42.16259277,-73.11804242,24.8,8.6,1,2,Summer,2016.0,6.0,1,0,0
W2628,42.16259277,-73.11804242,24.3,8.5,1,2,Summer,2016.0,6.0,1,0,0
W2628,42.16259277,-73.11804242,22.9,8.8,1,2,Summer,2016.0,6.0,1,0,0
W2628,42.16259277,-73.11804242,20.7,9.2,1,2,Summer,2016.0,6.0,1,0,0
W2628,42.16259277,-73.11804242,18.0,4.6,1,3,Summer,2016.0,6.0,1,1,0
W2628,42.16259277,-73.11804242,16.8,1.9,1,3,Summer,2016.0,6.0,1,1,0
W0347,42.18359566,-73.04390073,24.1,8.4,1,2,Summer,2016.0,6.0,1,0,0
W0347,42.18359566,-73.04390073,24.0,8.4,1,2,Summer,2016.0,6.0,1,0,0
W0347,42.18359566,-73.04390073,24.0,8.4,1,2,Summer,2016.0,6.0,1,0,0
W0347,42.18359566,-73.04390073,23.3,8.1,1,2,Summer,2016.0,6.0,1,0,0
W0347,42.18359566,-73.04390073,20.9,7.5,1,2,Summer,2016.0,6.0,1,0,0
W0347,42.18359566,-73.04390073,18.9,7.0,1,2,Summer,2016.0,6.0,1,0,0
W0347,42.18359566,-73.04390073,17.4,2.0,1,3,Summer,2016.0,6.0,1,1,0
W2624,42.45860912,-72.13100007,22.0,6.5,1,2,Summer,2016.0,7.0,1,0,0
W2624,42.45860912,-72.13100007,22.0,6.5,1,2,Summer,2016.0,7.0,1,0,0
W2624,42.45860912,-72.13100007,21.9,6.5,1,2,Summer,2016.0,7.0,1,0,0
W2624,42.45860912,-72.13100007,21.8,6.3,1,2,Summer,2016.0,7.0,1,0,0
W2624,42.45860912,-72.13100007,21.8,6.3,1,2,Summer,2016.0,7.0,1,0,0
W2631,42.35064193,-71.99240896,24.3,7.9,1,2,Summer,2016.0,7.0,1,0,0
W2631,42.35064193,-71.99240896,23.6,7.9,1,2,Summer,2016.0,7.0,1,0,0
W2631,42.35064193,-71.99240896,23.5,7.8,1,2,Summer,2016.0,7.0,1,0,0
W2631,42.35064193,-71.99240896,23.4,7.6,1,2,Summer,2016.0,7.0,1,0,0
W2631,42.35064193,-71.99240896,23.3,7.4,1,2,Summer,2016.0,7.0,1,0,0
W2631,42.35064193,-71.99240896,22.8,5.0,1,2,Summer,2016.0,7.0,1,0,0
W2629,42.53538777,-72.11401537,24.2,8.2,1,2,Summer,2016.0,7.0,1,0,0
W2629,42.53538777,-72.11401537,23.7,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2629,42.53538777,-72.11401537,23.4,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2629,42.53538777,-72.11401537,23.2,8.2,1,2,Summer,2016.0,7.0,1,0,0
W2629,42.53538777,-72.11401537,23.1,7.8,1,2,Summer,2016.0,7.0,1,0,0
W2629,42.53538777,-72.11401537,22.1,4.6,1,3,Summer,2016.0,7.0,1,1,0
W2629,42.53538777,-72.11401537,22.6,6.5,1,2,Summer,2016.0,7.0,1,0,0
W2636,42.54862493,-71.97261742,25.4,7.8,0,1,Summer,2016.0,7.0,1,0,0
W2636,42.54862493,-71.97261742,25.0,7.7,0,1,Summer,2016.0,7.0,1,0,0
W2636,42.54862493,-71.97261742,23.5,6.5,0,1,Summer,2016.0,7.0,1,0,0
W2635,42.636926,-72.24684588,25.2,8.1,1,2,Summer,2016.0,7.0,1,0,0
W2635,42.636926,-72.24684588,24.5,7.7,1,2,Summer,2016.0,7.0,1,0,0
W2635,42.636926,-72.24684588,24.0,7.1,1,2,Summer,2016.0,7.0,1,0,0
W2635,42.636926,-72.24684588,23.4,6.4,1,2,Summer,2016.0,7.0,1,0,0
W2635,42.636926,-72.24684588,23.0,5.5,1,2,Summer,2016.0,7.0,1,0,0
W2635,42.636926,-72.24684588,22.5,2.7,1,3,Summer,2016.0,7.0,1,1,0
W2623,42.72687692,-71.98870188,24.2,7.8,1,2,Summer,2016.0,7.0,1,0,0
W2623,42.72687692,-71.98870188,24.2,7.8,1,2,Summer,2016.0,7.0,1,0,0
W2623,42.72687692,-71.98870188,24.1,7.9,1,2,Summer,2016.0,7.0,1,0,0
W2623,42.72687692,-71.98870188,24.1,7.8,1,2,Summer,2016.0,7.0,1,0,0
W2623,42.72687692,-71.98870188,19.9,4.3,1,3,Summer,2016.0,7.0,1,1,0
W2637,42.05025716,-72.24662045,25.8,7.6,1,2,Summer,2016.0,7.0,1,0,0
W2637,42.05025716,-72.24662045,24.8,7.1,1,2,Summer,2016.0,7.0,1,0,0
W2637,42.05025716,-72.24662045,21.3,2.0,1,3,Summer,2016.0,7.0,1,1,0
W2619,42.05296096,-72.15851801,26.9,8.1,1,2,Summer,2016.0,7.0,1,0,0
W2619,42.05296096,-72.15851801,26.9,8.1,1,2,Summer,2016.0,7.0,1,0,0
W2619,42.05296096,-72.15851801,26.8,8.0,1,2,Summer,2016.0,7.0,1,0,0
W2619,42.05296096,-72.15851801,24.3,5.7,1,2,Summer,2016.0,7.0,1,0,0
W2619,42.05296096,-72.15851801,22.4,2.2,1,3,Summer,2016.0,7.0,1,1,0
W2641,42.26464411,-72.66845786,23.3,12.3,1,2,Summer,2016.0,7.0,1,0,0
W2641,42.26464411,-72.66845786,22.9,12.3,1,2,Summer,2016.0,7.0,1,0,0
W2641,42.26464411,-72.66845786,21.6,8.6,1,2,Summer,2016.0,7.0,1,0,0
W2641,42.26464411,-72.66845786,19.9,8.7,1,2,Summer,2016.0,7.0,1,0,0
W2641,42.26464411,-72.66845786,18.8,0.5,1,3,Summer,2016.0,7.0,1,1,0
W1068,42.30619738,-72.43188682,27.3,7.7,1,2,Summer,2016.0,7.0,1,0,0
W1068,42.30619738,-72.43188682,26.8,7.9,1,2,Summer,2016.0,7.0,1,0,0
W1068,42.30619738,-72.43188682,26.5,7.6,1,2,Summer,2016.0,7.0,1,0,0
W1068,42.30619738,-72.43188682,26.3,7.5,1,2,Summer,2016.0,7.0,1,0,0
W1068,42.30619738,-72.43188682,25.9,7.0,1,2,Summer,2016.0,7.0,1,0,0
W1068,42.30619738,-72.43188682,25.0,4.1,1,3,Summer,2016.0,7.0,1,1,0
W1068,42.30619738,-72.43188682,22.1,0.4,1,3,Summer,2016.0,7.0,1,1,0
W2626,42.4122105,-72.83425736,24.2,7.5,1,2,Summer,2016.0,7.0,1,0,0
W2626,42.4122105,-72.83425736,24.1,7.5,1,2,Summer,2016.0,7.0,1,0,0
W2626,42.4122105,-72.83425736,23.6,7.2,1,2,Summer,2016.0,7.0,1,0,0
W2626,42.4122105,-72.83425736,22.3,0.5,1,3,Summer,2016.0,7.0,1,1,0
W2634,42.55110325,-72.94258179,25.2,7.9,1,2,Summer,2016.0,7.0,1,0,0
W2634,42.55110325,-72.94258179,25.0,7.9,1,2,Summer,2016.0,7.0,1,0,0
W2634,42.55110325,-72.94258179,24.5,8.2,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,27.0,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,27.0,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,27.0,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,26.9,8.4,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,25.1,8.4,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,22.6,7.7,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,20.4,6.6,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,17.7,5.4,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,15.4,5.7,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,13.9,5.8,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,13.0,5.8,1,2,Summer,2016.0,7.0,1,0,0
W2639,42.46965247,-72.66562458,10.7,1.3,1,3,Summer,2016.0,7.0,1,1,0
W2620,42.42484642,-72.48672107,28.3,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2620,42.42484642,-72.48672107,27.7,8.3,1,2,Summer,2016.0,7.0,1,0,0
W2620,42.42484642,-72.48672107,27.0,8.4,1,2,Summer,2016.0,7.0,1,0,0
W2620,42.42484642,-72.48672107,26.1,8.8,1,2,Summer,2016.0,7.0,1,0,0
W2620,42.42484642,-72.48672107,19.2,7.9,1,2,Summer,2016.0,7.0,1,0,0
W2620,42.42484642,-72.48672107,15.1,2.9,1,3,Summer,2016.0,7.0,1,1,0
W2620,42.42484642,-72.48672107,14.4,1.8,1,3,Summer,2016.0,7.0,1,1,0
W2632,42.68633588,-73.09319174,26.7,9.2,1,2,Summer,2016.0,7.0,1,0,0
W2632,42.68633588,-73.09319174,26.6,9.2,1,2,Summer,2016.0,7.0,1,0,0
W2632,42.68633588,-73.09319174,26.4,9.0,1,2,Summer,2016.0,7.0,1,0,0
W2632,42.68633588,-73.09319174,26.1,7.4,1,2,Summer,2016.0,7.0,1,0,0
W2632,42.68633588,-73.09319174,24.4,0.9,1,3,Summer,2016.0,7.0,1,1,0
W2632,42.68633588,-73.09319174,21.1,0.7,1,3,Summer,2016.0,7.0,1,1,0
W1751,42.18432523,-72.69383159,28.3,9.0,1,2,Summer,2016.0,7.0,1,0,0
W1751,42.18432523,-72.69383159,28.1,9.1,1,2,Summer,2016.0,7.0,1,0,0
W1751,42.18432523,-72.69383159,28.1,8.8,1,2,Summer,2016.0,7.0,1,0,0
W1751,42.18432523,-72.69383159,27.7,8.4,1,2,Summer,2016.0,7.0,1,0,0
W1751,42.18432523,-72.69383159,24.2,13.6,1,2,Summer,2016.0,7.0,1,0,0
W1751,42.18432523,-72.69383159,20.6,3.4,1,3,Summer,2016.0,7.0,1,1,0
W0925,42.0147182,-72.76361682,29.0,9.9,1,2,Summer,2016.0,7.0,1,0,0
W0925,42.0147182,-72.76361682,28.5,10.0,1,2,Summer,2016.0,7.0,1,0,0
W0925,42.0147182,-72.76361682,27.7,9.7,1,2,Summer,2016.0,7.0,1,0,0
W0925,42.0147182,-72.76361682,26.6,5.1,1,2,Summer,2016.0,7.0,1,0,0
W0923,42.02715395,-72.75717252,29.0,9.3,1,2,Summer,2016.0,7.0,1,0,0
W0923,42.02715395,-72.75717252,28.4,9.4,1,2,Summer,2016.0,7.0,1,0,0
W0923,42.02715395,-72.75717252,27.9,9.3,1,2,Summer,2016.0,7.0,1,0,0
W0923,42.02715395,-72.75717252,27.1,8.3,1,2,Summer,2016.0,7.0,1,0,0
W0923,42.02715395,-72.75717252,24.3,1.3,1,3,Summer,2016.0,7.0,1,1,0
W2642,42.31250093,-72.42809583,26.1,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2642,42.31250093,-72.42809583,26.1,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2642,42.31250093,-72.42809583,26.1,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2642,42.31250093,-72.42809583,26.1,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2642,42.31250093,-72.42809583,26.1,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2633,42.3121799,-72.23904354,24.8,6.1,1,2,Summer,2016.0,8.0,1,0,0
W2633,42.3121799,-72.23904354,24.8,6.0,1,2,Summer,2016.0,8.0,1,0,0
W2633,42.3121799,-72.23904354,24.8,5.9,1,2,Summer,2016.0,8.0,1,0,0
W2633,42.3121799,-72.23904354,24.7,5.8,1,2,Summer,2016.0,8.0,1,0,0
W2633,42.3121799,-72.23904354,24.4,4.6,1,3,Summer,2016.0,8.0,1,1,0
W2627,42.12009007,-72.13122415,25.6,8.1,1,2,Summer,2016.0,8.0,1,0,0
W2627,42.12009007,-72.13122415,25.5,8.0,1,2,Summer,2016.0,8.0,1,0,0
W2627,42.12009007,-72.13122415,25.4,7.9,1,2,Summer,2016.0,8.0,1,0,0
W2627,42.12009007,-72.13122415,25.3,7.8,1,2,Summer,2016.0,8.0,1,0,0
W2627,42.12009007,-72.13122415,21.8,7.6,1,2,Summer,2016.0,8.0,1,0,0
W2627,42.12009007,-72.13122415,17.5,1.1,1,3,Summer,2016.0,8.0,1,1,0
W1005,42.17302268,-72.07108074,26.5,8.4,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,25.9,8.4,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,25.8,8.4,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,25.6,8.4,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,25.5,8.3,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,21.2,9.6,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,17.2,10.3,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,14.0,9.8,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,11.9,8.1,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,10.1,5.4,1,2,Summer,2016.0,8.0,1,0,0
W1005,42.17302268,-72.07108074,9.4,4.0,1,3,Summer,2016.0,8.0,1,1,0
W1005,42.17302268,-72.07108074,9.0,2.4,1,3,Summer,2016.0,8.0,1,1,0
W1005,42.17302268,-72.07108074,8.4,1.5,1,3,Summer,2016.0,8.0,1,1,0
W1005,42.17302268,-72.07108074,8.2,1.0,1,3,Summer,2016.0,8.0,1,1,0
W1005,42.17302268,-72.07108074,8.1,0.4,1,3,Summer,2016.0,8.0,1,1,0
W1005,42.17302268,-72.07108074,8.0,0.3,1,3,Summer,2016.0,8.0,1,1,0
W2640,42.245392,-71.91672999,24.0,7.4,1,2,Summer,2016.0,8.0,1,0,0
W2640,42.245392,-71.91672999,23.9,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2640,42.245392,-71.91672999,23.9,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2640,42.245392,-71.91672999,23.8,7.3,1,2,Summer,2016.0,8.0,1,0,0
W2640,42.245392,-71.91672999,23.6,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2640,42.245392,-71.91672999,23.6,6.7,1,2,Summer,2016.0,8.0,1,0,0
W2625,42.1169928,-71.90951431,26.0,7.3,1,2,Summer,2016.0,8.0,1,0,0
W2625,42.1169928,-71.90951431,25.4,7.1,1,2,Summer,2016.0,8.0,1,0,0
W2625,42.1169928,-71.90951431,25.0,5.8,1,2,Summer,2016.0,8.0,1,0,0
W2625,42.1169928,-71.90951431,24.8,5.0,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,26.2,7.1,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,26.0,7.1,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,26.0,7.2,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,25.9,7.1,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,25.8,7.0,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,25.7,6.9,1,2,Summer,2016.0,8.0,1,0,0
W1295,42.05363901,-71.84807799,25.4,6.9,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,24.2,8.1,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,24.0,8.0,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,24.0,8.0,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,23.7,7.8,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,23.2,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,20.9,7.1,1,2,Summer,2016.0,8.0,1,0,0
W2638,42.38136667,-73.16073334,16.6,4.5,1,3,Summer,2016.0,8.0,1,1,0
W2638,42.38136667,-73.16073334,13.2,3.6,1,3,Summer,2016.0,8.0,1,1,0
W2630,42.32791673,-73.36695718,24.6,7.9,1,2,Summer,2016.0,8.0,1,0,0
W2630,42.32791673,-73.36695718,24.2,6.7,1,2,Summer,2016.0,8.0,1,0,0
W2630,42.32791673,-73.36695718,24.1,7.1,1,2,Summer,2016.0,8.0,1,0,0
W2630,42.32791673,-73.36695718,24.0,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2622,42.31238075,-73.13334482,23.9,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2622,42.31238075,-73.13334482,23.9,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2622,42.31238075,-73.13334482,23.9,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2622,42.31238075,-73.13334482,23.8,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2622,42.31238075,-73.13334482,23.3,5.5,1,2,Summer,2016.0,8.0,1,0,0
W2622,42.31238075,-73.13334482,22.7,4.0,1,3,Summer,2016.0,8.0,1,1,0
W2621,42.25157365,-73.06217159,24.8,8.1,1,2,Summer,2016.0,8.0,1,0,0
W2621,42.25157365,-73.06217159,24.8,8.1,1,2,Summer,2016.0,8.0,1,0,0
W2621,42.25157365,-73.06217159,24.8,7.9,1,2,Summer,2016.0,8.0,1,0,0
W2621,42.25157365,-73.06217159,24.7,7.7,1,2,Summer,2016.0,8.0,1,0,0
W2621,42.25157365,-73.06217159,24.4,6.2,1,2,Summer,2016.0,8.0,1,0,0
W2621,42.25157365,-73.06217159,23.4,1.3,1,3,Summer,2016.0,8.0,1,1,0
W2628,42.16259277,-73.11804242,25.1,8.7,1,2,Summer,2016.0,8.0,1,0,0
W2628,42.16259277,-73.11804242,25.0,8.7,1,2,Summer,2016.0,8.0,1,0,0
W2628,42.16259277,-73.11804242,24.9,8.7,1,2,Summer,2016.0,8.0,1,0,0
W2628,42.16259277,-73.11804242,24.6,8.6,1,2,Summer,2016.0,8.0,1,0,0
W2628,42.16259277,-73.11804242,23.3,5.3,1,2,Summer,2016.0,8.0,1,0,0
W2628,42.16259277,-73.11804242,22.5,2.2,1,3,Summer,2016.0,8.0,1,1,0
W2628,42.16259277,-73.11804242,21.2,0.6,1,3,Summer,2016.0,8.0,1,1,0
W0347,42.18359566,-73.04390073,26.2,7.9,1,2,Summer,2016.0,8.0,1,0,0
W0347,42.18359566,-73.04390073,25.7,7.9,1,2,Summer,2016.0,8.0,1,0,0
W0347,42.18359566,-73.04390073,25.4,7.9,1,2,Summer,2016.0,8.0,1,0,0
W0347,42.18359566,-73.04390073,25.1,7.9,1,2,Summer,2016.0,8.0,1,0,0
W0347,42.18359566,-73.04390073,25.0,7.7,1,2,Summer,2016.0,8.0,1,0,0
W0347,42.18359566,-73.04390073,24.5,5.2,1,2,Summer,2016.0,8.0,1,0,0
W0347,42.18359566,-73.04390073,22.8,1.5,1,3,Summer,2016.0,8.0,1,1,0
W0604,42.49250849,-71.5969091,26.7,8.2,1,2,Summer,2016.0,7.0,1,0,0
W0604,42.49250849,-71.5969091,26.7,8.2,1,2,Summer,2016.0,7.0,1,0,0
W0604,42.49250849,-71.5969091,26.1,8.0,1,2,Summer,2016.0,7.0,1,0,0
W0604,42.49250849,-71.5969091,25.7,7.8,1,2,Summer,2016.0,7.0,1,0,0
W0604,42.49250849,-71.5969091,24.1,6.7,1,2,Summer,2016.0,7.0,1,0,0
W0604,42.49250849,-71.5969091,18.5,1.8,1,3,Summer,2016.0,7.0,1,1,0
W2624,42.45860912,-72.13100007,23.6,6.5,1,2,Summer,2016.0,8.0,1,0,0
W2624,42.45860912,-72.13100007,23.6,6.5,1,2,Summer,2016.0,8.0,1,0,0
W2624,42.45860912,-72.13100007,23.6,6.5,1,2,Summer,2016.0,8.0,1,0,0
W2624,42.45860912,-72.13100007,23.4,6.2,1,2,Summer,2016.0,8.0,1,0,0
W2631,42.35064193,-71.99240896,26.2,7.4,1,2,Summer,2016.0,8.0,1,0,0
W2631,42.35064193,-71.99240896,25.8,7.2,1,2,Summer,2016.0,8.0,1,0,0
W2631,42.35064193,-71.99240896,25.7,7.2,1,2,Summer,2016.0,8.0,1,0,0
W2631,42.35064193,-71.99240896,25.6,7.1,1,2,Summer,2016.0,8.0,1,0,0
W2631,42.35064193,-71.99240896,25.4,6.9,1,2,Summer,2016.0,8.0,1,0,0
W2631,42.35064193,-71.99240896,25.2,6.8,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.8,7.4,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.7,7.3,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.6,7.3,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.6,7.3,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.5,7.3,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.4,6.9,1,2,Summer,2016.0,8.0,1,0,0
W2629,42.53538777,-72.11401537,24.4,6.3,1,2,Summer,2016.0,8.0,1,0,0
W2636,42.54862493,-71.97261742,24.2,7.1,1,2,Summer,2016.0,8.0,1,0,0
W2636,42.54862493,-71.97261742,23.5,7.0,1,2,Summer,2016.0,8.0,1,0,0
W2636,42.54862493,-71.97261742,23.2,7.1,1,2,Summer,2016.0,8.0,1,0,0
W2635,42.636926,-72.24684588,24.4,6.9,1,2,Summer,2016.0,8.0,1,0,0
W2635,42.636926,-72.24684588,24.2,6.8,1,2,Summer,2016.0,8.0,1,0,0
W2635,42.636926,-72.24684588,24.1,6.6,1,2,Summer,2016.0,8.0,1,0,0
W2635,42.636926,-72.24684588,23.8,6.0,1,2,Summer,2016.0,8.0,1,0,0
W2635,42.636926,-72.24684588,23.5,5.1,1,2,Summer,2016.0,8.0,1,0,0
W2623,42.72687692,-71.98870188,25.1,7.6,1,2,Summer,2016.0,8.0,1,0,0
W2623,42.72687692,-71.98870188,25.1,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2623,42.72687692,-71.98870188,25.1,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2623,42.72687692,-71.98870188,25.1,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2623,42.72687692,-71.98870188,25.0,7.4,1,2,Summer,2016.0,8.0,1,0,0
W2623,42.72687692,-71.98870188,22.7,1.1,1,3,Summer,2016.0,8.0,1,1,0
W2637,42.05025716,-72.24662045,24.5,6.9,1,2,Summer,2016.0,8.0,1,0,0
W2637,42.05025716,-72.24662045,24.4,6.8,1,2,Summer,2016.0,8.0,1,0,0
W2619,42.05296096,-72.15851801,26.5,7.8,1,2,Summer,2016.0,8.0,1,0,0
W2619,42.05296096,-72.15851801,25.9,7.8,1,2,Summer,2016.0,8.0,1,0,0
W2619,42.05296096,-72.15851801,25.7,7.7,1,2,Summer,2016.0,8.0,1,0,0
W2619,42.05296096,-72.15851801,25.6,7.5,1,2,Summer,2016.0,8.0,1,0,0
W2619,42.05296096,-72.15851801,25.4,6.8,1,2,Summer,2016.0,8.0,1,0,0
W2619,42.05296096,-72.15851801,24.0,0.2,1,3,Summer,2016.0,8.0,1,1,0
