SITE_ID,LATITUDE,LONGITUDE,watershed,year_start,year_end,total_samples,avg_TEMP,avg_DO,avg_risk_score,avg_TEMP_plus2,avg_DO_plus2,DO_critical_baseline,DO_critical_scenario,new_critical_events,DO_critical_percent,percent_increase_critical
W0407,42.25123356,-71.23970713,Charles,2007.0,2007.0,10,20.07,5.380000000000001,2.1,22.07,4.880000000000001,5,6,1,50.0,20.0
W0408,42.25417326,-71.29337351,Charles,2007.0,2007.0,10,17.48,5.2,2.1,19.48,4.7,5,8,3,50.0,60.0
W0409,42.28652324,-71.29384261,Charles,2007.0,2007.0,10,17.27,8.6,1.6,19.27,8.1,0,0,0,0.0,
W0414,42.14007115,-71.3896734,Charles,2007.0,2007.0,13,19.607692307692307,8.46923076923077,1.5384615384615385,21.607692307692307,7.9692307692307685,0,0,0,0.0,
W0416,42.21553968,-71.40765942,Charles,2007.0,2007.0,9,16.38888888888889,6.433333333333334,1.7777777777777777,18.38888888888889,5.933333333333334,2,3,1,22.22222222222222,50.0
W0423,42.18829134,-71.36280624,Charles,2007.0,2007.0,6,21.05,7.1000000000000005,1.6666666666666667,23.05,6.6000000000000005,0,0,0,0.0,
W0426,42.63945736,-73.10863082,Hoosic,2007.0,2007.0,1,8.4,12.1,1.0,10.4,11.6,0,0,0,0.0,
W0427,42.66508241,-73.10397409,Hoosic,2007.0,2007.0,2,14.95,10.35,1.5,16.95,9.85,0,0,0,0.0,
W0435,42.49577249,-71.01907398,North Coastal,2007.0,2007.0,8,14.95,6.4,1.875,16.95,5.9,2,2,0,25.0,0.0
W0436,42.51244839,-71.02729939,North Coastal,2007.0,2007.0,8,16.025,8.4375,1.625,18.025,7.9375,0,0,0,0.0,
W0437,42.49963725,-71.0509709,North Coastal,2007.0,2007.0,8,15.6875,5.625,2.0,17.6875,5.125,3,3,0,37.5,0.0
W0448,42.53696863,-71.05650757,North Coastal,2007.0,2007.0,8,13.149999999999999,6.0375000000000005,2.0,15.15,5.5375000000000005,3,4,1,37.5,33.33333333333333
W0451,42.55986066,-70.94856366,North Coastal,2007.0,2007.0,9,15.377777777777778,7.033333333333334,1.6666666666666667,17.37777777777778,6.533333333333334,0,0,0,0.0,
W0452,42.55761002,-70.9378767,North Coastal,2007.0,2007.0,9,16.944444444444443,7.966666666666667,1.6666666666666667,18.944444444444443,7.466666666666667,0,0,0,0.0,
W0453,42.52452276,-70.9185959,North Coastal,2007.0,2007.0,8,18.4125,8.875,1.625,20.4125,8.375,0,0,0,0.0,
W0454,42.5222057,-70.931093,North Coastal,2007.0,2007.0,8,18.4,7.35,1.875,20.4,6.85,2,2,0,25.0,0.0
W0474,42.09002807,-72.62686454,Westfield,2006.0,2006.0,5,17.240000000000002,10.02,1.6,19.240000000000002,9.52,0,0,0,0.0,
W0475,42.15037455,-72.60763627,Chicopee,2008.0,2008.0,5,20.56,9.32,1.6,22.56,8.82,0,0,0,0.0,
W0480,42.5630966,-71.76875735,Nashua,2008.0,2008.0,14,15.55,9.828571428571427,1.4285714285714286,17.55,9.328571428571427,0,0,0,0.0,
W0481,42.4951686,-71.72192464,Nashua,2005.0,2013.0,53,13.19811320754717,9.954716981132076,1.3396226415094339,15.19811320754717,9.454716981132076,0,0,0,0.0,
W0482,42.42997432,-71.67930013,Nashua,2008.0,2008.0,8,16.9,7.375,2.0,18.9,6.875,2,2,0,25.0,0.0
W0483,42.44442786,-71.67186298,Nashua,2008.0,2013.0,22,13.545454545454545,8.977272727272727,1.4545454545454546,15.545454545454545,8.486363636363636,1,1,0,4.545454545454546,0.0
W0484,42.49602094,-71.62643687,Nashua,2008.0,2008.0,8,20.075,6.5125,1.875,22.075,6.0125,1,3,2,12.5,200.0
W0485,42.66968673,-71.56776529,Nashua,2005.0,2013.0,46,12.73695652173913,10.110869565217392,1.2608695652173914,14.73695652173913,9.610869565217392,0,0,0,0.0,
W0486,42.67172981,-71.57703129,Nashua,2008.0,2008.0,6,20.95,8.25,2.0,22.95,7.75,0,0,0,0.0,
W0487,42.62094186,-71.64380951,Nashua,2005.0,2013.0,49,13.275510204081632,9.204081632653061,1.3673469387755102,15.275510204081632,8.704081632653061,0,1,1,0.0,0.0
W0488,42.57812405,-71.60976926,Nashua,2008.0,2008.0,6,20.733333333333334,7.949999999999999,2.0,22.733333333333334,7.449999999999999,0,0,0,0.0,
W0490,42.26477944,-72.00491606,Chicopee,2005.0,2020.0,50,12.918,10.066,1.44,14.918,9.566,0,0,0,0.0,
W0491,42.18142994,-72.26354268,Chicopee,2005.0,2013.0,50,14.542,11.014000000000001,1.38,16.542,10.514000000000001,0,0,0,0.0,
W0492,42.23872578,-72.285755,Chicopee,2005.0,2013.0,51,13.588235294117647,10.811764705882352,1.392156862745098,15.588235294117647,10.311764705882352,0,0,0,0.0,
W0493,42.26797538,-72.33276108,Chicopee,2005.0,2013.0,50,10.814,11.47,1.4,12.814,10.97,0,0,0,0.0,
W0494,42.39121389,-72.0645552,Chicopee,2005.0,2013.0,50,13.238,10.505999999999998,1.4,15.238,10.006,0,0,0,0.0,
W0495,42.66414966,-71.57700588,Nashua,2008.0,2008.0,7,24.842857142857145,6.442857142857143,1.2857142857142858,26.842857142857145,5.942857142857143,0,0,0,0.0,
W0496,42.62647657,-71.59314962,Nashua,2005.0,2013.0,48,14.595833333333333,9.331249999999999,1.375,16.595833333333335,8.831249999999999,0,0,0,0.0,
W0497,42.59474285,-71.59983315,Nashua,2008.0,2008.0,3,22.666666666666668,5.866666666666667,2.0,24.666666666666668,5.366666666666667,0,1,1,0.0,0.0
W0502,42.2365576,-71.79667946,Blackstone,2008.0,2008.0,9,20.366666666666667,8.433333333333334,1.6666666666666667,22.366666666666667,7.933333333333334,0,0,0,0.0,
W0505,42.20292186,-71.77806924,Blackstone,2008.0,2008.0,5,18.52,7.5,1.6,20.52,7.0,0,0,0,0.0,
W0506,42.1542015,-71.65266243,Blackstone,2006.0,2006.0,2,16.549999999999997,9.2,1.5,18.549999999999997,8.7,0,0,0,0.0,
W0508,42.04075372,-71.51568945,Blackstone,2008.0,2008.0,5,15.959999999999999,8.8,1.6,17.96,8.3,0,0,0,0.0,
W0514,42.16003238,-71.60586969,Blackstone,2008.0,2008.0,5,16.08,8.7,1.6,18.080000000000002,8.2,0,0,0,0.0,
W0515,42.1003609,-71.60111703,Blackstone,2005.0,2013.0,48,14.166666666666666,7.633333333333333,1.5833333333333333,16.166666666666668,7.139583333333333,11,13,2,22.916666666666664,18.181818181818183
W0533,42.085924,-71.25668829,Neponset,2017.0,2017.0,1,3.5,12.2,1.0,5.5,11.7,0,0,0,0.0,
W0543,42.17269436,-71.2049852,Neponset,2017.0,2017.0,1,2.7,12.8,1.0,4.7,12.3,0,0,0,0.0,
W0544,42.17399161,-71.20853856,Neponset,2009.0,2009.0,6,18.283333333333335,8.533333333333333,1.5,20.283333333333335,8.033333333333333,0,0,0,0.0,
W0546,42.18920084,-71.2401585,Neponset,2020.0,2020.0,2,20.200000000000003,8.15,2.0,22.200000000000003,7.65,0,0,0,0.0,
W0549,42.16852193,-71.16788696,Neponset,2017.0,2017.0,1,3.8,11.4,1.0,5.8,10.9,0,0,0,0.0,
W0551,42.15752806,-71.20894828,Neponset,2009.0,2009.0,6,13.183333333333332,9.799999999999999,1.5,15.183333333333332,9.299999999999999,0,0,0,0.0,
W0557,42.12604018,-71.18526016,Neponset,2009.0,2009.0,6,16.400000000000002,6.283333333333334,1.6666666666666667,18.400000000000002,5.783333333333334,1,2,1,16.666666666666664,100.0
W0559,42.15863426,-71.13993414,Neponset,2009.0,2009.0,6,19.333333333333332,7.533333333333334,1.5,21.333333333333332,7.033333333333334,0,0,0,0.0,
W0564,42.19696522,-71.15515153,Neponset,2017.0,2017.0,1,3.1,11.2,1.0,5.1,10.7,0,0,0,0.0,
W0565,42.18896192,-71.14424053,Neponset,2017.0,2017.0,1,4.7,9.9,1.0,6.7,9.4,0,0,0,0.0,
W0566,42.20323377,-71.13501796,Neponset,2009.0,2017.0,9,14.022222222222222,7.944444444444445,1.3333333333333333,16.022222222222222,7.444444444444445,0,0,0,0.0,
W0568,42.20923111,-71.14595217,Neponset,2009.0,2017.0,9,16.62222222222222,7.466666666666667,1.3333333333333333,18.62222222222222,6.966666666666667,0,0,0,0.0,
W0573,42.26947952,-71.07281665,Neponset,2009.0,2009.0,5,18.919999999999998,9.22,1.6,20.919999999999998,8.72,0,0,0,0.0,
W0579,42.25990378,-71.04753969,Neponset,2009.0,2009.0,7,15.185714285714285,8.742857142857144,1.4285714285714286,17.185714285714287,8.242857142857144,0,0,0,0.0,
W0600,42.02202663,-71.9543561,Quinebaug,2005.0,2013.0,43,13.07906976744186,10.97906976744186,1.302325581395349,15.07906976744186,10.47906976744186,0,0,0,0.0,
W0601,42.10956147,-72.11856925,Quinebaug,2005.0,2013.0,44,12.747727272727273,10.561363636363636,1.2727272727272727,14.747727272727273,10.061363636363636,0,0,0,0.0,
W0602,42.05094532,-71.88507359,French,2005.0,2013.0,42,12.842857142857142,10.747619047619047,1.2857142857142858,14.842857142857142,10.247619047619047,0,0,0,0.0,
W0603,42.52346976,-71.6880925,Nashua,2005.0,2017.0,41,13.273170731707317,6.309756097560975,2.292682926829268,15.273170731707317,5.817073170731708,12,15,3,29.268292682926827,25.0
W0604,42.49250849,-71.5969091,Nashua,2016.0,2016.0,20,22.98,7.3549999999999995,1.75,24.98,6.8549999999999995,2,2,0,10.0,0.0
W0608,42.69888619,-71.00142335,Parker,2005.0,2005.0,6,21.116666666666667,9.816666666666666,2.0,23.116666666666664,9.316666666666666,0,1,1,0.0,0.0
W0615,42.11947322,-72.00870444,Quinebaug,2005.0,2013.0,42,11.166666666666666,11.3,1.2619047619047619,13.166666666666666,10.8,0,0,0,0.0,
W0622,41.81022138,-71.29169192,Narragansett Bay (Shore),2009.0,2009.0,8,19.75,3.9625,2.5,21.75,3.4625,6,6,0,75.0,0.0
W0624,41.85489099,-71.255975,Narragansett Bay (Shore),2009.0,2009.0,8,17.5875,8.675,1.75,19.5875,8.175,0,0,0,0.0,
W0637,41.79498181,-71.25266188,Narragansett Bay (Shore),2009.0,2009.0,8,17.1625,7.95,1.75,19.1625,7.45,0,0,0,0.0,
W0638,41.78162246,-71.2504345,Narragansett Bay (Shore),2009.0,2009.0,8,18.6375,6.75,1.75,20.6375,6.25,0,3,3,0.0,0.0
W0641,41.75038258,-71.20392705,Mount Hope Bay (Shore),2009.0,2009.0,8,21.5625,7.225,1.75,23.5625,6.725,0,1,1,0.0,0.0
W0651,41.78837741,-71.3295203,Narragansett Bay (Shore),2009.0,2009.0,8,19.0,6.175,2.0,21.0,5.675,2,2,0,25.0,0.0
W0654,41.76695306,-71.18552542,Mount Hope Bay (Shore),2009.0,2009.0,8,17.3,8.675,1.75,19.3,8.175,0,0,0,0.0,
W0661,41.77539014,-71.19881372,Mount Hope Bay (Shore),2009.0,2009.0,8,18.1,6.1875,1.875,20.1,5.6875,1,4,3,12.5,300.0
W0665,41.8334926,-71.27765127,Narragansett Bay (Shore),2009.0,2009.0,8,17.975,7.9375,1.75,19.975,7.4375,0,0,0,0.0,
W0668,42.17958119,-71.68815945,Blackstone,2008.0,2008.0,4,21.4,7.6499999999999995,2.0,23.4,7.1499999999999995,0,0,0,0.0,
W0669,42.18121701,-71.73068267,Blackstone,2008.0,2008.0,4,20.549999999999997,6.475,2.0,22.549999999999997,5.975,0,0,0,0.0,
W0678,42.39432391,-72.04921345,Chicopee,2017.0,2017.0,1,2.4,12.5,1.0,4.4,12.0,0,0,0,0.0,
W0679,42.63670884,-71.3017484,Concord (SuAsCo),2005.0,2007.0,17,13.494117647058824,11.076470588235296,1.2352941176470589,15.494117647058822,10.576470588235296,0,0,0,0.0,
W0680,42.22778189,-71.78735524,Blackstone,2005.0,2013.0,53,13.745283018867925,10.352830188679246,1.320754716981132,15.745283018867925,9.852830188679246,0,0,0,0.0,
W0681,42.44473811,-71.67198789,Nashua,2005.0,2010.0,32,10.31875,10.665625,1.28125,12.31875,10.165625,0,0,0,0.0,
W0682,42.59815453,-72.34135156,Millers,2005.0,2005.0,10,22.61,7.93,1.2,24.61,7.43,0,0,0,0.0,
W0684,42.59280929,-72.23911383,Millers,2005.0,2005.0,5,21.18,8.58,1.6,23.18,8.08,0,0,0,0.0,
W0685,42.60455306,-72.12462107,Millers,2005.0,2005.0,13,21.03076923076923,7.338461538461539,1.0769230769230769,23.03076923076923,6.838461538461539,0,0,0,0.0,
W0686,42.60658022,-72.07525656,Millers,2005.0,2005.0,15,21.133333333333333,7.706666666666666,0.9333333333333333,23.133333333333333,7.206666666666666,0,0,0,0.0,
W0688,42.02298331,-71.57206082,Blackstone,2005.0,2013.0,9,11.855555555555556,10.377777777777778,1.2222222222222223,13.855555555555556,9.877777777777778,0,0,0,0.0,
W0689,42.23053792,-71.70809238,Blackstone,2005.0,2013.0,43,13.734883720930233,10.344186046511629,1.2093023255813953,15.734883720930233,9.844186046511629,0,0,0,0.0,
W0690,42.59751119,-72.43783955,Millers,2005.0,2013.0,40,12.252500000000001,11.192499999999999,1.3,14.252500000000001,10.692499999999999,0,0,0,0.0,
W0691,42.58812535,-72.04099473,Millers,2005.0,2013.0,40,11.4825,10.0875,1.275,13.482499999999998,9.5875,0,0,0,0.0,
W0692,42.62969793,-72.15035652,Millers,2005.0,2013.0,49,14.214285714285714,9.863265306122448,1.163265306122449,16.214285714285715,9.363265306122448,0,0,0,0.0,
W0693,42.68279648,-72.11503734,Millers,2005.0,2013.0,41,11.148780487804878,8.307317073170733,1.4634146341463414,13.148780487804878,7.807317073170732,7,9,2,17.073170731707318,28.57142857142857
W0694,42.6723218,-72.09305542,Millers,2005.0,2013.0,47,14.193617021276596,9.659574468085106,1.2127659574468086,16.193617021276598,9.159574468085106,0,0,0,0.0,
W0695,42.30485304,-71.62845076,Concord (SuAsCo),2005.0,2013.0,50,12.258,8.777999999999999,1.28,14.258,8.277999999999999,0,1,1,0.0,0.0
W0696,42.32543468,-71.39736431,Concord (SuAsCo),2005.0,2013.0,48,13.552083333333334,10.704166666666666,1.2916666666666667,15.552083333333334,10.204166666666667,0,0,0,0.0,
W0697,42.43206352,-71.44974106,Concord (SuAsCo),2005.0,2013.0,44,12.865909090909092,10.968181818181819,1.25,14.865909090909092,10.468181818181819,0,0,0,0.0,
W0698,42.51227518,-71.40458554,Concord (SuAsCo),2005.0,2013.0,42,10.723809523809523,9.711904761904762,1.2619047619047619,12.723809523809523,9.211904761904762,1,2,1,2.380952380952381,100.0
W0739,41.65324527,-70.45633729,Cape Cod,2009.0,2009.0,9,21.333333333333332,9.3,1.2222222222222223,23.333333333333332,8.8,0,0,0,0.0,
W0746,41.72232226,-70.12543035,Cape Cod,2009.0,2009.0,10,18.72,9.92,1.1,20.72,9.42,0,0,0,0.0,
W0747,41.7276927,-70.1175758,Cape Cod,2009.0,2009.0,11,19.60909090909091,8.772727272727273,1.0,21.60909090909091,8.272727272727273,0,0,0,0.0,
W0748,41.74096476,-70.10876811,Cape Cod,2009.0,2009.0,12,19.474999999999998,9.391666666666667,1.3333333333333333,21.474999999999998,8.891666666666667,0,0,0,0.0,
W0750,42.57967087,-71.21821677,Shawsheen,2005.0,2005.0,5,16.880000000000003,7.82,1.6,18.880000000000003,7.32,0,0,0,0.0,
W0754,41.80999411,-70.62755574,Buzzards Bay,2007.0,2014.0,75,24.557333333333332,8.141333333333334,1.5733333333333333,26.557333333333332,7.645333333333333,4,4,0,5.333333333333334,0.0
W0762,41.80918339,-70.61753091,Buzzards Bay,2007.0,2014.0,80,23.8725,7.83,1.5375,25.872500000000002,7.33,8,9,1,10.0,12.5
W0767,42.153873,-71.65203977,Blackstone,2005.0,2013.0,51,14.347058823529412,9.890196078431373,1.3333333333333333,16.347058823529412,9.390196078431373,1,1,0,1.9607843137254901,0.0
W0775,41.68379581,-70.97096286,Buzzards Bay,2010.0,2010.0,1,26.3,4.2,3.0,28.3,3.7,1,1,0,100.0,0.0
W0776,41.77018529,-70.72205854,Buzzards Bay,2018.0,2018.0,2,26.95,4.3,2.5,28.95,3.8499999999999996,1,1,0,50.0,0.0
W0805,42.11440451,-72.71424125,Westfield,2006.0,2006.0,5,15.02,9.74,1.6,17.02,9.24,0,0,0,0.0,
W0812,42.14152543,-72.78888168,Westfield,2006.0,2006.0,5,16.36,9.82,1.6,18.36,9.32,0,0,0,0.0,
W0816,41.81989559,-71.02717559,Taunton,2019.0,2019.0,2,19.950000000000003,0.9,3.0,21.950000000000003,0.4,2,2,0,100.0,0.0
W0819,42.01885627,-71.26670227,Taunton,2006.0,2006.0,5,17.78,5.9,1.6,19.78,5.4,1,1,0,20.0,0.0
W0821,41.93332037,-71.15426672,Taunton,2006.0,2019.0,9,19.766666666666666,7.355555555555556,1.5555555555555556,21.766666666666666,6.855555555555556,0,0,0,0.0,
W0823,41.95185108,-71.22372756,Taunton,2006.0,2006.0,5,17.52,7.639999999999999,1.4,19.52,7.139999999999999,0,0,0,0.0,
W0832,42.26764467,-71.55276363,Concord (SuAsCo),2006.0,2006.0,5,17.34,4.58,2.4,19.339999999999996,4.08,3,3,0,60.0,0.0
W0838,42.25849843,-71.45547229,Concord (SuAsCo),2006.0,2006.0,5,17.98,8.7,1.6,19.98,8.2,0,0,0,0.0,
W0843,42.46568803,-71.39143422,Concord (SuAsCo),2006.0,2006.0,5,19.2,8.440000000000001,1.6,21.2,7.94,0,0,0,0.0,
W0844,42.45974876,-71.35935869,Concord (SuAsCo),2006.0,2006.0,5,20.34,6.859999999999999,1.8,22.34,6.36,1,2,1,20.0,100.0
W0847,42.39635089,-71.36467086,Concord (SuAsCo),2006.0,2006.0,4,20.55,4.475,2.5,22.55,3.975,2,2,0,50.0,0.0
W0849,42.35708626,-71.40313662,Concord (SuAsCo),2006.0,2006.0,4,17.0,6.175,2.0,19.0,5.675,1,1,0,25.0,0.0
W0850,42.35926526,-71.36883338,Concord (SuAsCo),2006.0,2006.0,5,19.34,7.06,2.0,21.34,6.56,1,1,0,20.0,0.0
W0858,41.9471012,-71.1769499,Taunton,2006.0,2019.0,9,19.955555555555556,7.711111111111112,1.5555555555555556,21.955555555555556,7.211111111111112,0,0,0,0.0,
W0868,42.05820916,-70.89995609,Taunton,2019.0,2019.0,4,20.0,4.525,2.25,22.0,4.025,2,4,2,50.0,100.0
W0869,42.04238758,-70.89846196,Taunton,2013.0,2019.0,7,21.142857142857142,4.8428571428571425,2.142857142857143,23.142857142857142,4.3428571428571425,4,5,1,57.14285714285714,25.0
W0877,42.46230471,-71.01047988,North Coastal,2007.0,2007.0,8,15.475,9.1625,1.5,17.475,8.6625,0,0,0,0.0,
W0878,42.47966229,-71.02508341,North Coastal,2007.0,2007.0,8,16.675,9.75,1.5,18.675,9.25,0,0,0,0.0,
W0882,42.52475475,-71.06594804,North Coastal,2007.0,2007.0,8,15.799999999999999,5.1125,2.25,17.8,4.6125,5,5,0,62.5,0.0
W0883,42.47228295,-71.00682261,North Coastal,2007.0,2007.0,8,16.75,8.35,1.625,18.75,7.8500000000000005,0,0,0,0.0,
W0888,42.58004022,-70.7636231,North Coastal,2007.0,2007.0,7,17.385714285714286,5.8428571428571425,2.0,19.385714285714283,5.3428571428571425,3,4,1,42.857142857142854,33.33333333333333
W0889,42.58035633,-70.76491831,North Coastal,2007.0,2007.0,9,16.155555555555555,8.077777777777778,1.6666666666666667,18.155555555555555,7.577777777777778,0,0,0,0.0,
W0895,42.11232662,-70.87925085,South Coastal,2006.0,2006.0,5,17.82,6.24,1.8,19.82,5.74,1,1,0,20.0,0.0
W0897,42.1055521,-70.89536679,South Coastal,2006.0,2006.0,3,19.400000000000002,7.066666666666666,1.3333333333333333,21.400000000000002,6.566666666666666,0,0,0,0.0,
W0898,42.10912662,-70.90927444,South Coastal,2006.0,2006.0,5,20.64,7.640000000000001,1.6,22.64,7.140000000000001,0,0,0,0.0,
W0901,41.95002381,-71.29133543,Ten Mile,2007.0,2007.0,8,20.6375,7.325,1.625,22.6375,6.825,0,0,0,0.0,
W0905,42.00286304,-71.33840362,Ten Mile,2007.0,2007.0,9,16.12222222222222,7.5,1.5555555555555556,18.12222222222222,7.0,0,0,0,0.0,
W0910,42.10540565,-70.82006123,South Coastal,2006.0,2006.0,5,16.96,7.859999999999999,1.6,18.96,7.359999999999999,0,0,0,0.0,
W0917,42.10734882,-70.80841733,South Coastal,2006.0,2006.0,5,21.56,5.76,1.8,23.56,5.26,1,2,1,20.0,100.0
W0918,42.16028331,-70.78863391,South Coastal,2019.0,2019.0,3,19.133333333333333,7.766666666666666,1.6666666666666667,21.133333333333333,7.266666666666666,0,0,0,0.0,
W0921,42.07998887,-70.74566501,South Coastal,2006.0,2006.0,5,21.5,3.8,2.6,23.5,3.3,4,4,0,80.0,0.0
W0923,42.02715395,-72.75717252,Westfield,2016.0,2016.0,18,23.672222222222224,7.777777777777778,1.8333333333333333,25.672222222222224,7.277777777777778,3,3,0,16.666666666666664,0.0
W0925,42.0147182,-72.76361682,Westfield,2016.0,2016.0,15,24.353333333333335,7.866666666666666,1.8,26.353333333333335,7.366666666666666,2,3,1,13.333333333333334,50.0
W0926,42.00459582,-70.84525352,Taunton,2009.0,2019.0,128,23.64140625,7.896875,1.4453125,25.64140625,7.396875,5,5,0,3.90625,0.0
W0930,42.00146724,-70.83678103,Taunton,2009.0,2019.0,114,23.897368421052633,7.488596491228071,1.5964912280701755,25.897368421052633,6.988596491228071,7,9,2,6.140350877192982,28.57142857142857
W0940,42.07840473,-71.11554731,Taunton,2018.0,2018.0,11,23.11818181818182,7.609090909090909,2.0,25.11818181818182,7.109090909090909,0,0,0,0.0,
W0947,41.95142643,-71.11913351,Taunton,2018.0,2018.0,12,24.125,6.95,2.3333333333333335,26.125,6.45,4,4,0,33.33333333333333,0.0
W0958,41.96889822,-71.32511071,Ten Mile,2018.0,2018.0,16,20.8625,7.21875,2.25,22.8625,6.71875,4,4,0,25.0,0.0
W0970,42.06605001,-71.3520429,Charles,2017.0,2017.0,20,19.53,7.33,2.2,21.53,6.840000000000001,4,4,0,20.0,0.0
W0973,42.31754129,-71.11901573,Charles,2005.0,2005.0,9,16.322222222222223,9.366666666666667,1.2222222222222223,18.322222222222223,8.88888888888889,2,2,0,22.22222222222222,0.0
W0989,42.6539503,-71.14749048,Shawsheen,2005.0,2005.0,12,16.866666666666667,8.783333333333333,1.0833333333333333,18.866666666666667,8.283333333333333,0,0,0,0.0,
W0993,42.53259005,-71.74028814,Nashua,2008.0,2008.0,8,20.7875,8.3375,1.75,22.7875,7.8375,0,0,0,0.0,
W0995,42.45586034,-71.64556281,Nashua,2008.0,2008.0,4,17.025,1.6749999999999998,3.0,19.025,1.1749999999999998,4,4,0,100.0,0.0
W0998,42.57506071,-71.62035616,Nashua,2008.0,2008.0,7,20.614285714285717,8.342857142857143,1.5714285714285714,22.614285714285717,7.8428571428571425,0,0,0,0.0,
W1000,42.57946682,-71.58861709,Nashua,2008.0,2008.0,6,21.05,6.833333333333333,2.0,23.05,6.333333333333333,0,0,0,0.0,
W1001,42.55197544,-71.62097756,Nashua,2008.0,2008.0,6,22.75,5.216666666666667,1.5,24.75,4.716666666666667,1,6,5,16.666666666666664,500.0
W1005,42.17302268,-72.07108074,Chicopee,2016.0,2016.0,45,15.931111111111111,6.319999999999999,1.8666666666666667,17.93111111111111,5.826666666666666,16,18,2,35.55555555555556,12.5
W1008,42.32097918,-72.17469434,Chicopee,2008.0,2008.0,6,21.183333333333334,8.183333333333332,2.0,23.183333333333334,7.683333333333333,0,0,0,0.0,
W1009,42.28485171,-72.21589977,Chicopee,2008.0,2008.0,4,20.35,9.025,1.75,22.35,8.525,0,0,0,0.0,
W1011,42.21007678,-72.24555871,Chicopee,2008.0,2008.0,5,19.86,9.16,1.6,21.86,8.66,0,0,0,0.0,
W1012,42.24326567,-72.33476023,Chicopee,2008.0,2008.0,7,14.5,10.142857142857142,1.8571428571428572,16.5,9.642857142857142,0,0,0,0.0,
W1013,42.2107065,-72.34642165,Chicopee,2008.0,2008.0,6,17.816666666666666,9.299999999999999,2.0,19.816666666666666,8.799999999999999,0,0,0,0.0,
W1014,42.19155828,-72.34983401,Chicopee,2008.0,2008.0,6,22.8,8.133333333333333,2.0,24.8,7.633333333333333,0,0,0,0.0,
W1015,42.17314464,-72.34600381,Chicopee,2008.0,2008.0,6,21.383333333333336,8.700000000000001,2.0,23.383333333333336,8.200000000000001,0,0,0,0.0,
W1017,42.18086003,-71.73011265,Blackstone,2008.0,2008.0,5,17.94,8.879999999999999,1.6,19.94,8.379999999999999,0,0,0,0.0,
W1018,42.19910034,-71.69396462,Blackstone,2008.0,2008.0,8,21.4,7.7375,1.75,23.4,7.2375,0,0,0,0.0,
W1022,42.02414862,-71.48740249,Blackstone,2008.0,2008.0,5,14.66,8.620000000000001,1.6,16.66,8.120000000000001,0,0,0,0.0,
W1023,42.01664829,-71.5384768,Blackstone,2008.0,2008.0,8,20.875,8.15,1.75,22.875,7.65,0,0,0,0.0,
W1025,42.08439258,-71.69699739,Blackstone,2008.0,2008.0,7,20.342857142857145,8.057142857142857,1.8571428571428572,22.342857142857145,7.557142857142857,0,0,0,0.0,
W1031,42.16060737,-72.51019767,Chicopee,2008.0,2008.0,9,22.58888888888889,8.555555555555555,1.8888888888888888,24.58888888888889,8.055555555555555,0,0,0,0.0,
W1033,42.17771167,-72.37458989,Chicopee,2008.0,2008.0,6,20.983333333333334,8.633333333333333,2.0,22.983333333333334,8.133333333333333,0,0,0,0.0,
W1036,42.23246451,-72.0163834,Chicopee,2008.0,2008.0,9,18.77777777777778,5.888888888888889,1.6666666666666667,20.77777777777778,5.388888888888889,0,4,4,0.0,0.0
W1038,42.22570961,-72.04999618,Chicopee,2008.0,2008.0,7,23.114285714285717,7.8999999999999995,1.8571428571428572,25.114285714285717,7.3999999999999995,0,0,0,0.0,
W1039,42.2449869,-72.07374903,Chicopee,2008.0,2008.0,5,19.46,8.08,2.0,21.46,7.58,0,0,0,0.0,
W1045,42.4675985,-72.58479003,Connecticut,2008.0,2008.0,4,18.2,9.4,1.75,20.2,8.9,0,0,0,0.0,
W1048,42.54256341,-72.54911946,Connecticut,2008.0,2008.0,4,15.725,9.85,1.75,17.725,9.35,0,0,0,0.0,
W1050,42.38639934,-72.5503928,Connecticut,2008.0,2019.0,11,18.418181818181818,8.063636363636364,1.7272727272727273,20.418181818181818,7.5636363636363635,0,0,0,0.0,
W1051,42.33278638,-72.57858317,Connecticut,2008.0,2019.0,10,19.580000000000002,8.11,1.6,21.580000000000002,7.609999999999999,0,0,0,0.0,
W1052,42.27015317,-72.58689462,Connecticut,2008.0,2008.0,6,20.45,8.366666666666667,1.8333333333333333,22.45,7.866666666666667,0,0,0,0.0,
W1055,42.28189876,-72.42726497,Connecticut,2008.0,2019.0,11,17.29090909090909,9.072727272727272,1.7272727272727273,19.29090909090909,8.572727272727272,0,0,0,0.0,
W1061,42.36655405,-72.60488814,Connecticut,2008.0,2019.0,10,21.1,7.49,1.8,23.1,6.99,0,0,0,0.0,
W1063,42.47836238,-72.61893594,Connecticut,2008.0,2019.0,10,18.46,3.96,2.4,20.46,3.4799999999999995,6,8,2,60.0,33.33333333333333
W1065,42.28349688,-72.64060074,Connecticut,2008.0,2019.0,10,19.119999999999997,8.0,1.8,21.119999999999997,7.5,0,0,0,0.0,
W1068,42.30619738,-72.43188682,Connecticut,2016.0,2016.0,21,23.876190476190477,6.828571428571429,1.8571428571428572,25.876190476190477,6.333333333333333,4,4,0,19.047619047619047,0.0
W1083,42.14509062,-72.51299232,Chicopee,2005.0,2005.0,8,18.5375,6.0125,1.25,20.5375,5.5125,2,2,0,25.0,0.0
